al_win,al_loss,bet_win,bet_loss,sc_bet_win,sc_bet_loss
0.0337496590175376,0.346019909226062,1.74152919562174,0.479674866298656,-0.482467358074428,-0.346096577956584
0.227110678127466,0.571143576305674,1.10546618297845,0.541850882843723,-0.149792832644881,0.285520774000749
0.168468865392258,0.29856914159399,1.46099372204197,1.03371595569901,0.131556037916556,-0.046111333073499
0.143532833929191,0.306421308506846,1.91333464389002,1.31073622608664,0.141362091414032,0.504827232985076
0.0903794337126045,0.702763778855777,0.919395844893172,1.02683493665536,0.252275928515848,-0.285846617757097
0.108149850154973,0.283739266185103,1.84186107435012,1.6404560698132,-0.154558678933631,0.233312836886766
0.156593073875155,0.393024139976053,1.9452254807627,1.62732142365252,0.311542560630919,-0.401790456980159
0.296511993306978,0.641350264461608,0.827875448500945,0.134531661198186,0.729996675814272,1.40144688210716
0.107565932900949,0.135004110641867,2.94487344515893,1.6123714771535,0.173487642134575,1.25803572890088
0.197304510781806,0.285844797828417,0.582884097220166,0.526071100643364,0.70853159514418,0.499218305336905
0.443162596624875,0.519950119296151,1.13982551054293,0.99202346820182,-0.158462684734487,0.167874582722713
0.215528105305304,0.306520548754534,2.18397804147401,1.94047625893135,-0.0607615364055784,-0.819538911980477
0.454571153216857,0.505719426818407,1.35335469809391,0.756505566990435,0.17011508376602,0.375793604533473
0.373434423478611,0.460098826390475,1.53060114203106,0.565478436689777,0.0785787620017848,-0.846554858378106
0.196040222756647,0.350350877486683,2.39225392091425,1.88571675302126,-0.273891142015929,-0.352909880023873
0.102097771074499,0.381120666742595,1.68348988229774,0.930499632512039,0.237623222133635,0.0498494571118904
0.188924251774887,0.662700291893313,1.6210445900649,1.2784920597824,0.141978647758522,-0.131419362099685
0.0147408103222445,0.100391849746247,2.1119107178988,0.876845330407744,-0.134043138718126,-0.381277988508204
0.241294417481065,0.433628114892486,2.12083714768929,1.26029744389614,-0.480528276238676,-0.190154927695518
0.332890190281237,0.442045457138729,1.15371176614191,0.544376505019704,0.137353577154616,-0.305048963537122
0.205648894290563,0.401864038458273,1.79293778213238,1.43303948217488,0.0796731602045352,-0.975053636767113
0.214718034975173,0.448230182262924,1.79530245700102,1.06712222423887,-0.535401112607899,0.310079504808547
0.0424282038486601,0.0639800762711331,1.83228156649898,1.79347110771497,0.037947630266227,-0.774412358390642
0.20403438305476,0.236101853353773,2.02397351821121,2.33147857516604,-0.201210678578133,-0.683473237614267
0.140533382413114,0.221742667078277,1.84442343638814,2.38794429208776,-0.062232260737934,-0.32530782700728
0.232825622721313,0.650568038789463,1.77820015306296,0.512147322728578,-0.175591693659904,-0.726864062062424
0.163515528820313,0.214621949934555,2.86854499481288,1.62059239386302,0.100247821883381,0.3568728594753
0.0705481613592477,0.22567393990068,2.18743615259666,1.85229205203888,0.45147420617224,0.134034005624377
