sub_idx,Group,Trial_idx,Outcome,Choice_t,Correct,winstay_t1,winstay_t2,winstay_t3,winstay_t4
14,1,147,0,1,1,1,1,1,1
14,1,148,0,0,0,0,1,1,1
14,1,149,1,1,1,-0,0,1,1
14,1,150,1,1,1,1,-0,0,1
14,1,151,1,1,1,1,1,-0,0
14,1,152,1,1,1,1,1,1,-0
14,1,153,1,1,1,1,1,1,1
14,1,154,1,1,1,1,1,1,1
14,1,155,1,1,1,1,1,1,1
14,1,156,0,1,1,1,1,1,1
14,1,157,0,0,0,0,1,1,1
14,1,158,0,1,1,-0,0,1,1
14,1,159,0,0,0,0,-0,0,1
14,1,160,0,0,0,-0,0,-0,0
15,1,1,1,0,1,NaN,NaN,NaN,NaN
15,1,2,1,0,1,-1,NaN,NaN,NaN
15,1,3,1,0,1,-1,-1,NaN,NaN
15,1,4,1,0,1,-1,-1,-1,NaN
15,1,5,1,0,1,-1,-1,-1,-1
15,1,6,0,0,1,-1,-1,-1,-1
15,1,7,1,1,0,-0,-1,-1,-1
15,1,8,1,0,1,1,-0,-1,-1
15,1,9,0,1,0,-1,1,-0,-1
15,1,10,1,0,1,0,-1,1,-0
15,1,11,1,0,1,-1,0,-1,1
15,1,12,1,0,1,-1,-1,0,-1
15,1,13,1,0,1,-1,-1,-1,0
15,1,14,1,0,1,-1,-1,-1,-1
15,1,15,1,0,1,-1,-1,-1,-1
15,1,16,0,0,1,-1,-1,-1,-1
15,1,17,1,0,1,-0,-1,-1,-1
15,1,18,1,0,1,-1,-0,-1,-1
15,1,19,1,0,1,-1,-1,-0,-1
15,1,20,1,0,1,-1,-1,-1,-0
15,1,21,1,0,1,-1,-1,-1,-1
15,1,22,1,0,1,-1,-1,-1,-1
15,1,23,0,0,1,-1,-1,-1,-1
15,1,24,1,0,1,-0,-1,-1,-1
15,1,25,0,0,1,-1,-0,-1,-1
15,1,26,1,0,1,-0,-1,-0,-1
15,1,27,0,0,1,-1,-0,-1,-0
15,1,28,1,0,1,-0,-1,-0,-1
15,1,29,1,0,1,-1,-0,-1,-0
15,1,30,1,0,1,-1,-1,-0,-1
15,1,31,1,0,1,-1,-1,-1,-0
15,1,32,1,0,1,-1,-1,-1,-1
15,1,33,0,0,1,-1,-1,-1,-1
15,1,34,0,0,1,-0,-1,-1,-1
15,1,35,0,0,1,-0,-0,-1,-1
15,1,36,1,1,0,-0,-0,-0,-1
15,1,37,0,1,0,1,-0,-0,-0
15,1,38,0,1,0,0,1,-0,-0
15,1,39,1,0,1,0,0,1,-0
15,1,40,0,0,1,-1,0,0,1
15,1,41,1,0,1,-0,-1,0,0
15,1,42,1,0,1,-1,-0,-1,0
15,1,43,1,0,1,-1,-1,-0,-1
15,1,44,1,0,1,-1,-1,-1,-0
15,1,45,1,0,1,-1,-1,-1,-1
15,1,46,1,0,1,-1,-1,-1,-1
15,1,47,1,0,1,-1,-1,-1,-1
15,1,48,1,0,1,-1,-1,-1,-1
15,1,49,1,0,1,-1,-1,-1,-1
15,1,50,1,0,1,-1,-1,-1,-1
15,1,51,1,0,1,-1,-1,-1,-1
15,1,52,1,0,1,-1,-1,-1,-1
15,1,53,1,0,1,-1,-1,-1,-1
15,1,54,0,0,1,-1,-1,-1,-1
15,1,55,0,1,0,-0,-1,-1,-1
15,1,56,1,1,1,0,-0,-1,-1
15,1,57,0,0,0,1,0,-0,-1
15,1,58,0,0,0,-0,1,0,-0
15,1,59,1,1,1,-0,-0,1,0
15,1,60,1,1,1,1,-0,-0,1
15,1,61,1,1,1,1,1,-0,-0
15,1,62,1,1,1,1,1,1,-0
15,1,63,1,1,1,1,1,1,1
15,1,64,1,1,1,1,1,1,1
15,1,65,1,1,1,1,1,1,1
15,1,66,1,1,1,1,1,1,1
15,1,67,1,1,1,1,1,1,1
15,1,68,1,1,1,1,1,1,1
15,1,69,0,1,1,1,1,1,1
15,1,70,0,0,0,0,1,1,1
15,1,71,0,1,0,-0,0,1,1
15,1,72,1,0,1,0,-0,0,1
15,1,73,1,0,1,-1,0,-0,0
15,1,74,1,0,1,-1,-1,0,-0
15,1,75,1,0,1,-1,-1,-1,0
15,1,76,1,0,1,-1,-1,-1,-1
15,1,77,1,0,1,-1,-1,-1,-1
15,1,78,1,0,1,-1,-1,-1,-1
15,1,79,1,0,1,-1,-1,-1,-1
15,1,80,1,0,1,-1,-1,-1,-1
15,1,81,0,0,1,-1,-1,-1,-1
15,1,82,0,1,0,-0,-1,-1,-1
15,1,83,1,0,1,0,-0,-1,-1
15,1,84,1,0,1,-1,0,-0,-1
15,1,85,1,0,1,-1,-1,0,-0
15,1,86,1,0,1,-1,-1,-1,0
15,1,87,0,0,1,-1,-1,-1,-1
15,1,88,0,0,1,-0,-1,-1,-1
15,1,89,0,0,1,-0,-0,-1,-1
15,1,90,0,1,0,-0,-0,-0,-1
15,1,91,0,0,0,0,-0,-0,-0
15,1,92,0,0,0,-0,0,-0,-0
15,1,93,1,1,1,-0,-0,0,-0
15,1,94,1,1,1,1,-0,-0,0
15,1,95,1,1,1,1,1,-0,-0
15,1,96,1,1,1,1,1,1,-0
15,1,97,0,1,1,1,1,1,1
15,1,98,1,1,1,0,1,1,1
15,1,99,1,1,1,1,0,1,1
15,1,100,1,1,1,1,1,0,1
15,1,101,0,1,1,1,1,1,0
15,1,102,0,0,0,0,1,1,1
15,1,103,0,0,0,-0,0,1,1
15,1,104,0,1,1,-0,-0,0,1
15,1,105,0,0,0,0,-0,-0,0
15,1,106,0,1,0,-0,0,-0,-0
15,1,107,1,0,1,0,-0,0,-0
15,1,108,1,0,1,-1,0,-0,0
15,1,109,1,0,1,-1,-1,0,-0
15,1,110,1,0,1,-1,-1,-1,0
15,1,111,0,1,0,-1,-1,-1,-1
15,1,112,1,0,1,0,-1,-1,-1
15,1,113,0,0,1,-1,0,-1,-1
15,1,114,1,0,1,-0,-1,0,-1
15,1,115,1,0,1,-1,-0,-1,0
15,1,116,0,0,1,-1,-1,-0,-1
15,1,117,0,0,1,-0,-1,-1,-0
15,1,118,1,1,0,-0,-0,-1,-1
15,1,119,0,1,0,1,-0,-0,-1
15,1,120,1,0,1,0,1,-0,-0
15,1,121,1,0,1,-1,0,1,-0
15,1,122,1,0,1,-1,-1,0,1
15,1,123,1,0,1,-1,-1,-1,0
15,1,124,0,0,1,-1,-1,-1,-1
15,1,125,1,0,1,-0,-1,-1,-1
15,1,126,0,0,0,-1,-0,-1,-1
15,1,127,1,1,1,-0,-1,-0,-1
15,1,128,0,1,1,1,-0,-1,-0
15,1,129,1,0,0,0,1,-0,-1
15,1,130,0,0,0,-1,0,1,-0
15,1,131,0,0,0,-0,-1,0,1
15,1,132,0,0,0,-0,-0,-1,0
15,1,133,0,0,0,-0,-0,-0,-1
15,1,134,0,0,0,-0,-0,-0,-0
15,1,135,0,0,0,-0,-0,-0,-0
15,1,136,0,0,0,-0,-0,-0,-0
15,1,137,0,0,0,-0,-0,-0,-0
15,1,138,1,0,0,-0,-0,-0,-0
15,1,139,0,0,0,-1,-0,-0,-0
15,1,140,0,0,0,-0,-1,-0,-0
15,1,141,1,1,1,-0,-0,-1,-0
15,1,142,0,1,1,1,-0,-0,-1
15,1,143,0,0,0,0,1,-0,-0
15,1,144,1,1,1,-0,0,1,-0
15,1,145,1,1,1,1,-0,0,1
15,1,146,1,1,1,1,1,-0,0
15,1,147,1,1,1,1,1,1,-0
15,1,148,0,1,1,1,1,1,1
15,1,149,1,0,0,0,1,1,1
15,1,150,0,0,0,-1,0,1,1
15,1,151,1,1,1,-0,-1,0,1
15,1,152,1,1,1,1,-0,-1,0
15,1,153,1,1,1,1,1,-0,-1
15,1,154,1,1,1,1,1,1,-0
15,1,155,1,1,1,1,1,1,1
15,1,156,1,1,1,1,1,1,1
15,1,157,1,1,1,1,1,1,1
15,1,158,1,1,1,1,1,1,1
15,1,159,0,1,1,1,1,1,1
15,1,160,1,1,1,0,1,1,1
16,1,1,0,0,0,NaN,NaN,NaN,NaN
16,1,2,0,1,0,NaN,NaN,NaN,NaN
16,1,3,1,0,1,0,NaN,NaN,NaN
16,1,4,0,0,1,-1,0,NaN,NaN
16,1,5,1,0,1,-0,-1,0,NaN
16,1,6,1,0,1,-1,-0,-1,0
16,1,7,1,0,1,-1,-1,-0,-1
16,1,8,1,0,1,-1,-1,-1,-0
16,1,9,1,0,1,-1,-1,-1,-1
16,1,10,1,0,1,-1,-1,-1,-1
16,1,11,1,0,1,-1,-1,-1,-1
16,1,12,1,0,1,-1,-1,-1,-1
16,1,13,1,0,1,-1,-1,-1,-1
16,1,14,0,0,1,-1,-1,-1,-1
16,1,15,1,0,1,-0,-1,-1,-1
16,1,16,1,0,1,-1,-0,-1,-1
16,1,17,1,0,1,-1,-1,-0,-1
16,1,18,0,0,1,-1,-1,-1,-0
16,1,19,1,0,1,-0,-1,-1,-1
16,1,20,1,0,1,-1,-0,-1,-1
16,1,21,0,0,1,-1,-1,-0,-1
16,1,22,1,0,1,-0,-1,-1,-0
16,1,23,0,0,1,-1,-0,-1,-1
16,1,24,1,0,1,-0,-1,-0,-1
16,1,25,1,0,1,-1,-0,-1,-0
16,1,26,1,0,1,-1,-1,-0,-1
16,1,27,0,0,1,-1,-1,-1,-0
16,1,28,1,0,1,-0,-1,-1,-1
16,1,29,1,0,1,-1,-0,-1,-1
16,1,30,0,0,1,-1,-1,-0,-1
16,1,31,1,0,1,-0,-1,-1,-0
16,1,32,1,0,1,-1,-0,-1,-1
16,1,33,1,0,1,-1,-1,-0,-1
16,1,34,0,0,1,-1,-1,-1,-0
16,1,35,1,0,1,-0,-1,-1,-1
16,1,36,1,0,1,-1,-0,-1,-1
16,1,37,0,0,1,-1,-1,-0,-1
16,1,38,1,0,1,-0,-1,-1,-0
16,1,39,1,0,1,-1,-0,-1,-1
16,1,40,0,1,0,-1,-1,-0,-1
16,1,41,1,0,1,0,-1,-1,-0
16,1,42,1,0,1,-1,0,-1,-1
16,1,43,1,0,1,-1,-1,0,-1
16,1,44,1,0,1,-1,-1,-1,0
16,1,45,1,0,1,-1,-1,-1,-1
16,1,46,1,0,1,-1,-1,-1,-1
16,1,47,0,0,1,-1,-1,-1,-1
16,1,48,0,0,1,-0,-1,-1,-1
16,1,49,1,0,1,-0,-0,-1,-1
16,1,50,1,0,1,-1,-0,-0,-1
16,1,51,0,0,1,-1,-1,-0,-0
16,1,52,0,0,1,-0,-1,-1,-0
16,1,53,0,0,1,-0,-0,-1,-1
16,1,54,0,1,0,-0,-0,-0,-1
16,1,55,1,0,1,0,-0,-0,-0
16,1,56,0,0,0,-1,0,-0,-0
16,1,57,0,0,0,-0,-1,0,-0
16,1,58,0,0,0,-0,-0,-1,0
16,1,59,1,1,1,-0,-0,-0,-1
16,1,60,1,1,1,1,-0,-0,-0
16,1,61,1,1,1,1,1,-0,-0
16,1,62,0,1,1,1,1,1,-0
16,1,63,1,1,1,0,1,1,1
16,1,64,1,1,1,1,0,1,1
16,1,65,1,1,1,1,1,0,1
16,1,66,1,1,1,1,1,1,0
16,1,67,1,1,1,1,1,1,1
16,1,68,1,1,1,1,1,1,1
16,1,69,1,1,1,1,1,1,1
16,1,70,1,1,1,1,1,1,1
16,1,71,1,1,0,1,1,1,1
16,1,72,1,1,0,1,1,1,1
16,1,73,0,1,0,1,1,1,1
16,1,74,1,1,0,0,1,1,1
16,1,75,1,1,0,1,0,1,1
16,1,76,0,1,0,1,1,0,1
16,1,77,1,1,0,0,1,1,0
16,1,78,0,1,0,1,0,1,1
16,1,79,1,1,0,0,1,0,1
16,1,80,0,1,0,1,0,1,0
16,1,81,0,1,0,0,1,0,1
16,1,82,0,1,0,0,0,1,0
16,1,83,1,0,1,0,0,0,1
16,1,84,1,0,1,-1,0,0,0
16,1,85,1,0,1,-1,-1,0,0
16,1,86,1,0,1,-1,-1,-1,0
16,1,87,1,0,1,-1,-1,-1,-1
16,1,88,1,0,1,-1,-1,-1,-1
16,1,89,1,0,1,-1,-1,-1,-1
16,1,90,1,0,1,-1,-1,-1,-1
16,1,91,0,0,0,-1,-1,-1,-1
16,1,92,0,0,0,-0,-1,-1,-1
16,1,93,1,1,1,-0,-0,-1,-1
16,1,94,1,1,1,1,-0,-0,-1
16,1,95,1,1,1,1,1,-0,-0
16,1,96,1,1,1,1,1,1,-0
16,1,97,1,1,1,1,1,1,1
16,1,98,1,1,1,1,1,1,1
16,1,99,1,1,1,1,1,1,1
16,1,100,0,1,1,1,1,1,1
16,1,101,0,0,0,0,1,1,1
16,1,102,1,1,1,-0,0,1,1
16,1,103,1,1,1,1,-0,0,1
16,1,104,1,1,1,1,1,-0,0
16,1,105,0,1,1,1,1,1,-0
16,1,106,1,0,1,0,1,1,1
16,1,107,1,0,1,-1,0,1,1
16,1,108,1,0,1,-1,-1,0,1
16,1,109,1,0,1,-1,-1,-1,0
16,1,110,1,0,1,-1,-1,-1,-1
16,1,111,1,0,1,-1,-1,-1,-1
16,1,112,1,0,1,-1,-1,-1,-1
16,1,113,1,0,1,-1,-1,-1,-1
16,1,114,1,0,1,-1,-1,-1,-1
16,1,115,0,0,1,-1,-1,-1,-1
16,1,116,1,0,1,-0,-1,-1,-1
16,1,117,1,0,1,-1,-0,-1,-1
16,1,118,1,0,1,-1,-1,-0,-1
16,1,119,0,0,1,-1,-1,-1,-0
16,1,120,0,0,1,-0,-1,-1,-1
16,1,121,1,1,0,-0,-0,-1,-1
16,1,122,0,1,0,1,-0,-0,-1
16,1,123,1,0,1,0,1,-0,-0
16,1,124,1,0,1,-1,0,1,-0
16,1,125,1,0,1,-1,-1,0,1
16,1,126,1,0,0,-1,-1,-1,0
16,1,127,0,0,0,-1,-1,-1,-1
16,1,128,0,0,0,-0,-1,-1,-1
16,1,129,1,1,1,-0,-0,-1,-1
16,1,130,1,1,1,1,-0,-0,-1
16,1,131,1,1,1,1,1,-0,-0
16,1,132,1,1,1,1,1,1,-0
16,1,133,1,1,1,1,1,1,1
16,1,134,1,1,1,1,1,1,1
16,1,135,1,1,1,1,1,1,1
16,1,136,1,1,1,1,1,1,1
16,1,137,0,1,1,1,1,1,1
16,1,138,0,1,1,0,1,1,1
16,1,139,1,0,0,0,0,1,1
16,1,140,0,0,0,-1,0,0,1
16,1,141,0,0,0,-0,-1,0,0
16,1,142,1,1,1,-0,-0,-1,0
16,1,143,1,1,1,1,-0,-0,-1
16,1,144,1,1,1,1,1,-0,-0
16,1,145,1,1,1,1,1,1,-0
16,1,146,1,1,1,1,1,1,1
16,1,147,0,1,1,1,1,1,1
16,1,148,0,0,0,0,1,1,1
16,1,149,0,1,1,-0,0,1,1
16,1,150,1,0,0,0,-0,0,1
16,1,151,0,0,0,-1,0,-0,0
16,1,152,0,0,0,-0,-1,0,-0
16,1,153,1,1,1,-0,-0,-1,0
16,1,154,0,0,0,1,-0,-0,-1
16,1,155,1,1,1,-0,1,-0,-0
16,1,156,1,1,1,1,-0,1,-0
16,1,157,1,1,1,1,1,-0,1
16,1,158,0,1,1,1,1,1,-0
16,1,159,1,1,1,0,1,1,1
16,1,160,0,1,1,1,0,1,1
17,1,1,1,0,0,NaN,NaN,NaN,NaN
17,1,2,0,0,0,-1,NaN,NaN,NaN
17,1,3,0,0,0,-0,-1,NaN,NaN
17,1,4,0,1,1,-0,-0,-1,NaN
17,1,5,1,1,1,0,-0,-0,-1
17,1,6,1,1,1,1,0,-0,-0
17,1,7,1,1,1,1,1,0,-0
17,1,8,1,1,1,1,1,1,0
17,1,9,0,1,1,1,1,1,1
17,1,10,0,0,0,0,1,1,1
17,1,11,1,1,1,-0,0,1,1
17,1,12,0,1,1,1,-0,0,1
17,1,13,1,1,1,0,1,-0,0
17,1,14,1,1,1,1,0,1,-0
17,1,15,1,1,1,1,1,0,1
17,1,16,0,1,1,1,1,1,0
17,1,17,1,1,1,0,1,1,1
17,1,18,0,1,1,1,0,1,1
17,1,19,1,1,1,0,1,0,1
17,1,20,1,1,1,1,0,1,0
17,1,21,0,1,1,1,1,0,1
17,1,22,1,1,1,0,1,1,0
17,1,23,1,1,1,1,0,1,1
17,1,24,1,1,1,1,1,0,1
17,1,25,1,1,1,1,1,1,0
17,1,26,1,1,1,1,1,1,1
17,1,27,0,1,1,1,1,1,1
17,1,28,1,1,1,0,1,1,1
17,1,29,1,1,1,1,0,1,1
17,1,30,1,1,1,1,1,0,1
17,1,31,1,1,1,1,1,1,0
17,1,32,1,1,1,1,1,1,1
17,1,33,1,1,1,1,1,1,1
17,1,34,1,1,1,1,1,1,1
17,1,35,1,1,1,1,1,1,1
17,1,36,0,1,1,1,1,1,1
17,1,37,1,1,1,0,1,1,1
17,1,38,1,1,1,1,0,1,1
17,1,39,1,1,1,1,1,0,1
17,1,40,1,1,1,1,1,1,0
17,1,41,1,1,1,1,1,1,1
17,1,42,1,1,1,1,1,1,1
17,1,43,1,1,1,1,1,1,1
17,1,44,0,1,1,1,1,1,1
17,1,45,1,1,1,0,1,1,1
17,1,46,1,1,1,1,0,1,1
17,1,47,1,1,1,1,1,0,1
17,1,48,1,1,1,1,1,1,0
17,1,49,1,1,1,1,1,1,1
17,1,50,1,1,1,1,1,1,1
17,1,51,1,1,1,1,1,1,1
17,1,52,1,1,1,1,1,1,1
17,1,53,1,1,1,1,1,1,1
17,1,54,1,1,1,1,1,1,1
17,1,55,0,1,1,1,1,1,1
17,1,56,0,1,0,0,1,1,1
17,1,57,1,0,1,0,0,1,1
17,1,58,0,1,0,-1,0,0,1
17,1,59,1,0,1,0,-1,0,0
17,1,60,1,0,1,-1,0,-1,0
17,1,61,1,0,1,-1,-1,0,-1
17,1,62,1,0,1,-1,-1,-1,0
17,1,63,1,0,1,-1,-1,-1,-1
17,1,64,0,1,0,-1,-1,-1,-1
17,1,65,1,0,1,0,-1,-1,-1
17,1,66,1,0,1,-1,0,-1,-1
17,1,67,1,0,1,-1,-1,0,-1
17,1,68,1,0,1,-1,-1,-1,0
17,1,69,1,0,1,-1,-1,-1,-1
17,1,70,1,0,1,-1,-1,-1,-1
17,1,71,1,0,0,-1,-1,-1,-1
17,1,72,0,0,0,-1,-1,-1,-1
17,1,73,1,1,1,-0,-1,-1,-1
17,1,74,0,1,1,1,-0,-1,-1
17,1,75,0,0,0,0,1,-0,-1
17,1,76,1,0,0,-0,0,1,-0
17,1,77,1,0,0,-1,-0,0,1
17,1,78,1,0,0,-1,-1,-0,0
17,1,79,1,0,0,-1,-1,-1,-0
17,1,80,0,0,0,-1,-1,-1,-1
17,1,81,1,1,1,-0,-1,-1,-1
17,1,82,1,1,1,1,-0,-1,-1
17,1,83,1,0,0,1,1,-0,-1
17,1,84,0,0,0,-1,1,1,-0
17,1,85,1,1,1,-0,-1,1,1
17,1,86,0,0,0,1,-0,-1,1
17,1,87,0,0,0,NaN,1,-0,-1
17,1,88,1,1,1,-0,NaN,1,-0
17,1,89,1,1,1,1,-0,NaN,1
17,1,90,1,1,1,1,1,-0,NaN
17,1,91,0,1,0,1,1,1,-0
17,1,92,1,0,1,0,1,1,1
17,1,93,1,0,1,-1,0,1,1
17,1,94,1,0,1,-1,-1,0,1
17,1,95,1,0,1,-1,-1,-1,0
17,1,96,1,0,1,-1,-1,-1,-1
17,1,97,1,0,1,-1,-1,-1,-1
17,1,98,1,0,1,-1,-1,-1,-1
17,1,99,0,1,0,-1,-1,-1,-1
17,1,100,0,0,1,0,-1,-1,-1
17,1,101,0,1,0,-0,0,-1,-1
17,1,102,0,1,0,0,-0,0,-1
17,1,103,1,0,1,0,0,-0,0
17,1,104,0,0,1,-1,0,0,-0
17,1,105,0,1,0,-0,-1,0,0
17,1,106,0,0,0,0,-0,-1,0
17,1,107,1,1,1,-0,0,-0,-1
17,1,108,1,1,1,1,-0,0,-0
17,1,109,1,1,1,1,1,-0,0
17,1,110,1,1,1,1,1,1,-0
17,1,111,1,1,1,1,1,1,1
17,1,112,1,1,1,1,1,1,1
17,1,113,1,1,1,1,1,1,1
17,1,114,0,1,1,1,1,1,1
17,1,115,1,1,1,0,1,1,1
17,1,116,0,1,1,1,0,1,1
17,1,117,1,1,1,0,1,0,1
17,1,118,1,1,1,1,0,1,0
17,1,119,1,1,1,1,1,0,1
17,1,120,1,1,1,1,1,1,0
17,1,121,1,1,1,1,1,1,1
17,1,122,1,1,1,1,1,1,1
17,1,123,1,1,1,1,1,1,1
17,1,124,1,1,1,1,1,1,1
17,1,125,1,1,1,1,1,1,1
17,1,126,0,1,0,1,1,1,1
17,1,127,0,1,0,0,1,1,1
17,1,128,1,0,1,0,0,1,1
17,1,129,1,0,1,-1,0,0,1
17,1,130,0,0,1,-1,-1,0,0
17,1,131,1,0,1,-0,-1,-1,0
17,1,132,1,0,1,-1,-0,-1,-1
17,1,133,1,0,1,-1,-1,-0,-1
17,1,134,1,0,1,-1,-1,-1,-0
17,1,135,1,0,1,-1,-1,-1,-1
17,1,136,1,0,1,-1,-1,-1,-1
17,1,137,1,0,1,-1,-1,-1,-1
17,1,138,1,0,1,-1,-1,-1,-1
17,1,139,1,0,1,-1,-1,-1,-1
17,1,140,1,0,1,-1,-1,-1,-1
17,1,141,1,0,1,-1,-1,-1,-1
17,1,142,1,0,1,-1,-1,-1,-1
17,1,143,1,0,1,-1,-1,-1,-1
17,1,144,1,0,1,-1,-1,-1,-1
17,1,145,1,0,1,-1,-1,-1,-1
17,1,146,0,0,1,-1,-1,-1,-1
17,1,147,0,1,0,-0,-1,-1,-1
17,1,148,0,0,1,0,-0,-1,-1
17,1,149,0,1,0,-0,0,-0,-1
17,1,150,1,0,1,0,-0,0,-0
17,1,151,1,0,1,-1,0,-0,0
17,1,152,1,0,1,-1,-1,0,-0
17,1,153,0,0,1,-1,-1,-1,0
17,1,154,1,0,1,-0,-1,-1,-1
17,1,155,1,0,1,-1,-0,-1,-1
17,1,156,1,0,1,-1,-1,-0,-1
17,1,157,0,0,1,-1,-1,-1,-0
17,1,158,1,0,1,-0,-1,-1,-1
17,1,159,1,0,1,-1,-0,-1,-1
17,1,160,1,0,1,-1,-1,-0,-1
18,1,1,0,0,0,NaN,NaN,NaN,NaN
18,1,2,1,1,1,NaN,NaN,NaN,NaN
18,1,3,1,1,1,1,NaN,NaN,NaN
18,1,4,1,1,1,1,1,NaN,NaN
18,1,5,1,1,1,1,1,1,NaN
18,1,6,1,1,1,1,1,1,1
18,1,7,1,1,1,1,1,1,1
18,1,8,1,1,1,1,1,1,1
18,1,9,1,1,1,1,1,1,1
18,1,10,1,1,1,1,1,1,1
18,1,11,1,1,1,1,1,1,1
18,1,12,1,1,1,1,1,1,1
18,1,13,1,1,1,1,1,1,1
18,1,14,1,1,1,1,1,1,1
18,1,15,1,1,1,1,1,1,1
18,1,16,1,1,1,1,1,1,1
18,1,17,1,1,1,1,1,1,1
18,1,18,0,1,1,1,1,1,1
18,1,19,1,1,1,0,1,1,1
18,1,20,1,1,1,1,0,1,1
18,1,21,0,0,0,1,1,0,1
18,1,22,0,0,0,-0,1,1,0
18,1,23,0,1,1,-0,-0,1,1
18,1,24,0,1,1,0,-0,-0,1
18,1,25,1,0,0,0,0,-0,-0
18,1,26,1,0,0,-1,0,0,-0
18,1,27,1,0,0,-1,-1,0,0
18,1,28,1,0,0,-1,-1,-1,0
18,1,29,0,0,0,-1,-1,-1,-1
18,1,30,0,0,0,-0,-1,-1,-1
18,1,31,1,1,1,-0,-0,-1,-1
18,1,32,1,1,1,1,-0,-0,-1
18,1,33,1,1,1,1,1,-0,-0
18,1,34,1,1,1,1,1,1,-0
18,1,35,1,1,1,1,1,1,1
18,1,36,1,1,1,1,1,1,1
18,1,37,1,1,1,1,1,1,1
18,1,38,0,1,1,1,1,1,1
18,1,39,0,0,0,0,1,1,1
18,1,40,1,1,1,-0,0,1,1
18,1,41,0,1,1,1,-0,0,1
18,1,42,0,0,0,0,1,-0,0
18,1,43,0,1,1,-0,0,1,-0
18,1,44,1,0,0,0,-0,0,1
18,1,45,0,0,0,-1,0,-0,0
18,1,46,1,1,1,-0,-1,0,-0
18,1,47,1,1,1,1,-0,-1,0
18,1,48,1,1,1,1,1,-0,-1
18,1,49,0,1,1,1,1,1,-0
18,1,50,1,1,1,0,1,1,1
18,1,51,1,1,1,1,0,1,1
18,1,52,1,1,1,1,1,0,1
18,1,53,0,1,1,1,1,1,0
18,1,54,1,1,1,0,1,1,1
18,1,55,1,1,1,1,0,1,1
18,1,56,0,1,0,1,1,0,1
18,1,57,1,0,1,0,1,1,0
18,1,58,1,0,1,-1,0,1,1
18,1,59,1,0,1,-1,-1,0,1
18,1,60,1,0,1,-1,-1,-1,0
18,1,61,1,0,1,-1,-1,-1,-1
18,1,62,1,0,1,-1,-1,-1,-1
18,1,63,1,0,1,-1,-1,-1,-1
18,1,64,1,0,1,-1,-1,-1,-1
18,1,65,1,0,1,-1,-1,-1,-1
18,1,66,1,0,1,-1,-1,-1,-1
18,1,67,1,0,1,-1,-1,-1,-1
18,1,68,1,0,1,-1,-1,-1,-1
18,1,69,1,0,1,-1,-1,-1,-1
18,1,70,1,0,1,-1,-1,-1,-1
18,1,71,0,0,0,-1,-1,-1,-1
18,1,72,0,0,0,-0,-1,-1,-1
18,1,73,0,1,1,-0,-0,-1,-1
18,1,74,1,1,1,0,-0,-0,-1
18,1,75,0,1,1,1,0,-0,-0
18,1,76,1,1,1,0,1,0,-0
18,1,77,1,1,1,1,0,1,0
18,1,78,1,1,1,1,1,0,1
18,1,79,1,1,1,1,1,1,0
18,1,80,1,1,1,1,1,1,1
18,1,81,0,1,1,1,1,1,1
18,1,82,1,1,1,0,1,1,1
18,1,83,0,1,1,1,0,1,1
18,1,84,0,0,0,0,1,0,1
18,1,85,1,1,1,-0,0,1,0
18,1,86,0,1,1,1,-0,0,1
18,1,87,1,1,1,0,1,-0,0
18,1,88,0,0,0,1,0,1,-0
18,1,89,0,1,1,-0,1,0,1
18,1,90,0,1,1,0,-0,1,0
18,1,91,1,0,1,0,0,-0,1
18,1,92,1,0,1,-1,0,0,-0
18,1,93,1,0,1,-1,-1,0,0
18,1,94,1,0,1,-1,-1,-1,0
18,1,95,1,0,1,-1,-1,-1,-1
18,1,96,1,0,1,-1,-1,-1,-1
18,1,97,1,0,1,-1,-1,-1,-1
18,1,98,1,0,1,-1,-1,-1,-1
18,1,99,1,0,1,-1,-1,-1,-1
18,1,100,1,0,1,-1,-1,-1,-1
18,1,101,1,0,1,-1,-1,-1,-1
18,1,102,1,0,1,-1,-1,-1,-1
18,1,103,1,0,1,-1,-1,-1,-1
18,1,104,0,0,1,-1,-1,-1,-1
18,1,105,0,1,0,-0,-1,-1,-1
18,1,106,0,0,0,0,-0,-1,-1
18,1,107,1,1,1,-0,0,-0,-1
18,1,108,1,0,0,1,-0,0,-0
18,1,109,1,1,1,-1,1,-0,0
18,1,110,0,0,0,1,-1,1,-0
18,1,111,0,0,0,-0,1,-1,1
18,1,112,1,1,1,-0,-0,1,-1
18,1,113,1,1,1,1,-0,-0,1
18,1,114,1,1,1,1,1,-0,-0
18,1,115,1,1,1,1,1,1,-0
18,1,116,1,1,1,1,1,1,1
18,1,117,1,1,1,1,1,1,1
18,1,118,1,1,1,1,1,1,1
18,1,119,1,1,1,1,1,1,1
18,1,120,1,1,1,1,1,1,1
18,1,121,1,1,1,1,1,1,1
18,1,122,1,1,1,1,1,1,1
18,1,123,0,1,1,1,1,1,1
18,1,124,1,1,1,0,1,1,1
18,1,125,0,0,0,1,0,1,1
18,1,126,1,1,0,-0,1,0,1
18,1,127,0,1,0,1,-0,1,0
18,1,128,0,0,1,0,1,-0,1
18,1,129,1,0,1,-0,0,1,-0
18,1,130,1,0,1,-1,-0,0,1
18,1,131,1,0,1,-1,-1,-0,0
18,1,132,1,0,1,-1,-1,-1,-0
18,1,133,1,0,1,-1,-1,-1,-1
