sub_idx,Group,Trial_idx,Outcome,Choice_t,Correct,winstay_t1,winstay_t2,winstay_t3,winstay_t4
28,1,116,1,0,1,-1,-0,-1,-1
28,1,117,1,0,1,-1,-1,-0,-1
28,1,118,0,0,1,-1,-1,-1,-0
28,1,119,0,0,1,-0,-1,-1,-1
28,1,120,1,0,1,-0,-0,-1,-1
28,1,121,1,0,1,-1,-0,-0,-1
28,1,122,1,0,1,-1,-1,-0,-0
28,1,123,1,0,1,-1,-1,-1,-0
28,1,124,1,0,1,-1,-1,-1,-1
28,1,125,1,0,1,-1,-1,-1,-1
28,1,126,0,0,0,-1,-1,-1,-1
28,1,127,0,0,0,-0,-1,-1,-1
28,1,128,1,0,0,-0,-0,-1,-1
28,1,129,0,0,0,-1,-0,-0,-1
28,1,130,0,0,0,-0,-1,-0,-0
28,1,131,0,1,1,-0,-0,-1,-0
28,1,132,0,0,0,0,-0,-0,-1
28,1,133,0,0,0,-0,0,-0,-0
28,1,134,1,1,1,-0,-0,0,-0
28,1,135,1,1,1,1,-0,-0,0
28,1,136,1,1,1,1,1,-0,-0
28,1,137,1,1,1,1,1,1,-0
28,1,138,0,1,1,1,1,1,1
28,1,139,0,0,0,0,1,1,1
28,1,140,1,1,1,-0,0,1,1
28,1,141,1,1,1,1,-0,0,1
28,1,142,1,1,1,1,1,-0,0
28,1,143,1,1,1,1,1,1,-0
28,1,144,1,1,1,1,1,1,1
28,1,145,1,1,1,1,1,1,1
28,1,146,0,1,1,1,1,1,1
28,1,147,1,1,1,0,1,1,1
28,1,148,1,1,1,1,0,1,1
28,1,149,1,1,1,1,1,0,1
28,1,150,0,1,1,1,1,1,0
28,1,151,0,1,1,0,1,1,1
28,1,152,1,1,1,0,0,1,1
28,1,153,0,1,1,1,0,0,1
28,1,154,1,1,1,0,1,0,0
28,1,155,1,1,1,1,0,1,0
28,1,156,1,1,1,1,1,0,1
28,1,157,1,1,1,1,1,1,0
28,1,158,1,1,1,1,1,1,1
28,1,159,0,1,1,1,1,1,1
28,1,160,1,1,1,0,1,1,1
29,1,1,0,1,0,NaN,NaN,NaN,NaN
29,1,2,0,0,1,0,NaN,NaN,NaN
29,1,3,0,0,1,-0,0,NaN,NaN
29,1,4,0,1,0,-0,-0,0,NaN
29,1,5,0,1,0,0,-0,-0,0
29,1,6,0,1,0,0,0,-0,-0
29,1,7,0,0,1,0,0,0,-0
29,1,8,1,0,1,-0,0,0,0
29,1,9,1,0,1,-1,-0,0,0
29,1,10,1,0,1,-1,-1,-0,0
29,1,11,1,0,1,-1,-1,-1,-0
29,1,12,1,0,1,-1,-1,-1,-1
29,1,13,1,0,1,-1,-1,-1,-1
29,1,14,1,0,1,-1,-1,-1,-1
29,1,15,1,0,1,-1,-1,-1,-1
29,1,16,1,0,1,-1,-1,-1,-1
29,1,17,0,0,1,-1,-1,-1,-1
29,1,18,0,0,1,-0,-1,-1,-1
29,1,19,0,0,0,-0,-0,-1,-1
29,1,20,1,0,1,NaN,-0,-0,-1
29,1,21,1,0,1,-1,NaN,-0,-0
29,1,22,1,0,1,-1,-1,NaN,-0
29,1,23,1,0,1,-1,-1,-1,NaN
29,1,24,1,0,1,-1,-1,-1,-1
29,1,25,1,0,1,-1,-1,-1,-1
29,1,26,1,0,1,-1,-1,-1,-1
29,1,27,1,0,1,-1,-1,-1,-1
29,1,28,1,0,1,-1,-1,-1,-1
29,1,29,1,0,1,-1,-1,-1,-1
29,1,30,1,0,1,-1,-1,-1,-1
29,1,31,1,0,1,-1,-1,-1,-1
29,1,32,1,0,1,-1,-1,-1,-1
29,1,33,1,0,1,-1,-1,-1,-1
29,1,34,1,0,1,-1,-1,-1,-1
29,1,35,1,0,1,-1,-1,-1,-1
29,1,36,0,0,1,-1,-1,-1,-1
29,1,37,1,0,1,-0,-1,-1,-1
29,1,38,1,0,1,-1,-0,-1,-1
29,1,39,1,0,1,-1,-1,-0,-1
29,1,40,1,0,1,-1,-1,-1,-0
29,1,41,1,0,1,-1,-1,-1,-1
29,1,42,1,0,1,-1,-1,-1,-1
29,1,43,1,0,1,-1,-1,-1,-1
29,1,44,0,0,1,-1,-1,-1,-1
29,1,45,0,0,1,-0,-1,-1,-1
29,1,46,0,0,1,-0,-0,-1,-1
29,1,47,0,1,0,-0,-0,-0,-1
29,1,48,0,0,1,0,-0,-0,-0
29,1,49,1,0,1,-0,0,-0,-0
29,1,50,0,0,1,-1,-0,0,-0
29,1,51,0,1,0,-0,-1,-0,0
29,1,52,0,1,0,0,-0,-1,-0
29,1,53,0,0,1,0,0,-0,-1
29,1,54,1,0,1,-0,0,0,-0
29,1,55,1,0,1,-1,-0,0,0
29,1,56,0,0,0,-1,-1,-0,0
29,1,57,1,1,1,-0,-1,-1,-0
29,1,58,1,1,1,1,-0,-1,-1
29,1,59,1,1,1,1,1,-0,-1
29,1,60,1,1,1,1,1,1,-0
29,1,61,0,1,1,1,1,1,1
29,1,62,1,1,1,0,1,1,1
29,1,63,1,1,1,1,0,1,1
29,1,64,0,1,1,1,1,0,1
29,1,65,1,1,1,0,1,1,0
29,1,66,1,1,1,1,0,1,1
29,1,67,1,1,1,1,1,0,1
29,1,68,1,1,1,1,1,1,0
29,1,69,1,1,1,1,1,1,1
29,1,70,1,1,1,1,1,1,1
29,1,71,0,1,0,1,1,1,1
29,1,72,0,1,0,0,1,1,1
29,1,73,1,1,0,0,0,1,1
29,1,74,0,1,0,1,0,0,1
29,1,75,0,1,0,0,1,0,0
29,1,76,0,0,1,0,0,1,0
29,1,77,1,0,1,-0,0,0,1
29,1,78,1,0,1,-1,-0,0,0
29,1,79,1,0,1,-1,-1,-0,0
29,1,80,1,0,1,-1,-1,-1,-0
29,1,81,1,0,1,-1,-1,-1,-1
29,1,82,1,0,1,-1,-1,-1,-1
29,1,83,1,0,1,-1,-1,-1,-1
29,1,84,1,0,1,-1,-1,-1,-1
29,1,85,1,0,1,-1,-1,-1,-1
29,1,86,0,0,1,-1,-1,-1,-1
29,1,87,1,0,1,-0,-1,-1,-1
29,1,88,1,0,1,-1,-0,-1,-1
29,1,89,1,0,1,-1,-1,-0,-1
29,1,90,0,0,1,-1,-1,-1,-0
29,1,91,0,0,0,-0,-1,-1,-1
29,1,92,1,1,1,-0,-0,-1,-1
29,1,93,1,1,1,1,-0,-0,-1
29,1,94,1,1,1,1,1,-0,-0
29,1,95,1,1,1,1,1,1,-0
29,1,96,1,1,1,1,1,1,1
29,1,97,1,1,1,1,1,1,1
29,1,98,0,1,1,1,1,1,1
29,1,99,1,1,1,0,1,1,1
29,1,100,1,1,1,1,0,1,1
29,1,101,1,1,1,1,1,0,1
29,1,102,1,1,1,1,1,1,0
29,1,103,1,1,1,1,1,1,1
29,1,104,1,1,1,1,1,1,1
29,1,105,1,1,1,1,1,1,1
29,1,106,0,1,0,1,1,1,1
29,1,107,0,1,0,0,1,1,1
29,1,108,0,1,0,0,0,1,1
29,1,109,1,0,1,0,0,0,1
29,1,110,1,1,0,-1,0,0,0
29,1,111,0,1,0,1,-1,0,0
29,1,112,0,1,0,0,1,-1,0
29,1,113,0,1,0,0,0,1,-1
29,1,114,1,0,1,0,0,0,1
29,1,115,1,0,1,-1,0,0,0
29,1,116,1,0,1,-1,-1,0,0
29,1,117,1,0,1,-1,-1,-1,0
29,1,118,1,0,1,-1,-1,-1,-1
29,1,119,1,0,1,-1,-1,-1,-1
29,1,120,1,0,1,-1,-1,-1,-1
29,1,121,1,0,1,-1,-1,-1,-1
29,1,122,1,0,1,-1,-1,-1,-1
29,1,123,1,0,1,-1,-1,-1,-1
29,1,124,1,0,1,-1,-1,-1,-1
29,1,125,0,0,1,-1,-1,-1,-1
29,1,126,0,0,0,-0,-1,-1,-1
29,1,127,1,0,0,-0,-0,-1,-1
29,1,128,1,0,0,-1,-0,-0,-1
29,1,129,0,0,0,-1,-1,-0,-0
29,1,130,0,0,0,-0,-1,-1,-0
29,1,131,0,0,0,-0,-0,-1,-1
29,1,132,1,1,1,-0,-0,-0,-1
29,1,133,1,1,1,1,-0,-0,-0
29,1,134,0,1,1,1,1,-0,-0
29,1,135,1,1,1,0,1,1,-0
29,1,136,1,1,1,1,0,1,1
29,1,137,1,1,1,1,1,0,1
29,1,138,1,1,1,1,1,1,0
29,1,139,1,1,1,1,1,1,1
29,1,140,1,1,1,1,1,1,1
29,1,141,1,1,1,1,1,1,1
29,1,142,1,1,1,1,1,1,1
29,1,143,1,1,1,1,1,1,1
29,1,144,1,1,1,1,1,1,1
29,1,145,1,1,1,1,1,1,1
29,1,146,1,1,1,1,1,1,1
29,1,147,1,1,1,1,1,1,1
29,1,148,1,1,1,1,1,1,1
29,1,149,1,1,1,1,1,1,1
29,1,150,1,1,1,1,1,1,1
29,1,151,1,1,1,1,1,1,1
29,1,152,0,0,0,1,1,1,1
29,1,153,1,1,1,NaN,1,1,1
29,1,154,1,1,1,1,NaN,1,1
29,1,155,1,1,1,1,1,NaN,1
29,1,156,1,1,1,1,1,1,NaN
29,1,157,1,1,1,1,1,1,1
29,1,158,1,1,1,1,1,1,1
29,1,159,1,1,1,1,1,1,1
29,1,160,1,1,1,1,1,1,1
30,2,1,0,0,0,NaN,NaN,NaN,NaN
30,2,2,1,1,1,NaN,NaN,NaN,NaN
30,2,3,1,1,1,1,NaN,NaN,NaN
30,2,4,1,1,1,1,1,NaN,NaN
30,2,5,1,1,1,1,1,1,NaN
30,2,6,1,1,1,1,1,1,1
30,2,7,1,1,1,1,1,1,1
30,2,8,0,1,1,1,1,1,1
30,2,9,0,0,0,0,1,1,1
30,2,10,1,1,1,-0,0,1,1
30,2,11,1,1,1,1,-0,0,1
30,2,12,0,1,1,1,1,-0,0
30,2,13,1,1,1,0,1,1,-0
30,2,14,0,1,1,1,0,1,1
30,2,15,1,1,1,0,1,0,1
30,2,16,1,1,1,1,0,1,0
30,2,17,1,1,1,1,1,0,1
30,2,18,1,1,1,1,1,1,0
30,2,19,0,1,1,1,1,1,1
30,2,20,1,1,1,0,1,1,1
30,2,21,1,1,1,1,0,1,1
30,2,22,1,1,1,1,1,0,1
30,2,23,1,1,1,1,1,1,0
30,2,24,0,1,1,1,1,1,1
30,2,25,0,1,1,0,1,1,1
30,2,26,0,1,1,0,0,1,1
30,2,27,1,1,1,0,0,0,1
30,2,28,1,1,1,1,0,0,0
30,2,29,1,1,1,1,1,0,0
30,2,30,1,1,1,1,1,1,0
30,2,31,0,1,1,1,1,1,1
30,2,32,0,1,1,0,1,1,1
30,2,33,0,1,1,0,0,1,1
30,2,34,1,1,1,0,0,0,1
30,2,35,1,1,1,1,0,0,0
30,2,36,1,1,1,1,1,0,0
30,2,37,1,1,1,1,1,1,0
30,2,38,1,1,1,1,1,1,1
30,2,39,0,1,1,1,1,1,1
30,2,40,1,1,1,0,1,1,1
30,2,41,1,1,1,1,0,1,1
30,2,42,1,1,1,1,1,0,1
30,2,43,1,1,1,1,1,1,0
30,2,44,1,1,1,1,1,1,1
30,2,45,1,1,1,1,1,1,1
30,2,46,0,1,1,1,1,1,1
30,2,47,1,1,1,0,1,1,1
30,2,48,1,1,1,1,0,1,1
30,2,49,0,1,1,1,1,0,1
30,2,50,1,1,1,0,1,1,0
30,2,51,1,1,1,1,0,1,1
30,2,52,1,1,1,1,1,0,1
30,2,53,0,0,0,1,1,1,0
30,2,54,1,1,1,-0,1,1,1
30,2,55,1,1,1,1,-0,1,1
30,2,56,0,1,0,1,1,-0,1
30,2,57,0,1,0,0,1,1,-0
30,2,58,1,1,0,0,0,1,1
30,2,59,0,1,0,1,0,0,1
30,2,60,1,1,0,0,1,0,0
30,2,61,0,1,0,1,0,1,0
30,2,62,0,1,0,0,1,0,1
30,2,63,0,1,0,0,0,1,0
30,2,64,1,0,1,0,0,0,1
30,2,65,1,0,1,-1,0,0,0
30,2,66,0,0,1,-1,-1,0,0
30,2,67,0,1,0,-0,-1,-1,0
30,2,68,0,1,0,0,-0,-1,-1
30,2,69,0,1,0,0,0,-0,-1
30,2,70,0,1,0,0,0,0,-0
30,2,71,1,1,1,0,0,0,0
30,2,72,1,1,1,1,0,0,0
30,2,73,1,1,1,1,1,0,0
30,2,74,1,1,1,1,1,1,0
30,2,75,1,1,1,1,1,1,1
30,2,76,1,1,1,1,1,1,1
30,2,77,1,1,1,1,1,1,1
30,2,78,1,1,1,1,1,1,1
30,2,79,0,1,1,1,1,1,1
30,2,80,1,1,1,0,1,1,1
30,2,81,1,1,1,1,0,1,1
30,2,82,0,1,1,1,1,0,1
30,2,83,1,1,1,0,1,1,0
30,2,84,1,1,1,1,0,1,1
30,2,85,0,0,0,1,1,0,1
30,2,86,1,1,1,-0,1,1,0
30,2,87,1,1,1,1,-0,1,1
30,2,88,0,1,1,1,1,-0,1
30,2,89,0,1,1,0,1,1,-0
30,2,90,1,1,1,0,0,1,1
30,2,91,1,1,0,1,0,0,1
30,2,92,1,1,0,1,1,0,0
30,2,93,0,1,0,1,1,1,0
30,2,94,1,1,0,0,1,1,1
30,2,95,0,1,0,1,0,1,1
30,2,96,0,1,0,0,1,0,1
30,2,97,0,1,0,0,0,1,0
30,2,98,1,0,1,0,0,0,1
30,2,99,0,0,1,-1,0,0,0
30,2,100,0,1,0,-0,-1,0,0
30,2,101,0,1,0,0,-0,-1,0
30,2,102,1,1,0,0,0,-0,-1
30,2,103,0,1,0,1,0,0,-0
30,2,104,0,1,0,0,1,0,0
30,2,105,1,1,0,0,0,1,0
30,2,106,1,1,1,1,0,0,1
30,2,107,1,1,1,1,1,0,0
30,2,108,1,1,1,1,1,1,0
30,2,109,1,1,1,1,1,1,1
30,2,110,1,1,1,1,1,1,1
30,2,111,0,1,1,1,1,1,1
30,2,112,1,1,1,0,1,1,1
30,2,113,1,1,1,1,0,1,1
30,2,114,0,1,1,1,1,0,1
30,2,115,1,1,1,0,1,1,0
30,2,116,1,1,1,1,0,1,1
30,2,117,1,1,1,1,1,0,1
30,2,118,0,1,1,1,1,1,0
30,2,119,1,1,1,0,1,1,1
30,2,120,1,1,1,1,0,1,1
30,2,121,1,1,1,1,1,0,1
30,2,122,1,1,1,1,1,1,0
30,2,123,1,1,1,1,1,1,1
30,2,124,1,1,1,1,1,1,1
30,2,125,1,1,1,1,1,1,1
30,2,126,0,1,0,1,1,1,1
30,2,127,0,1,0,0,1,1,1
30,2,128,1,1,0,0,0,1,1
30,2,129,0,1,0,1,0,0,1
30,2,130,1,1,0,0,1,0,0
30,2,131,0,1,0,1,0,1,0
30,2,132,0,1,0,0,1,0,1
30,2,133,0,1,0,0,0,1,0
30,2,134,0,1,0,0,0,0,1
30,2,135,0,1,0,0,0,0,0
30,2,136,1,0,1,0,0,0,0
30,2,137,0,1,0,-1,0,0,0
30,2,138,0,1,0,0,-1,0,0
30,2,139,1,1,0,0,0,-1,0
30,2,140,0,1,0,1,0,0,-1
30,2,141,0,1,0,0,1,0,0
30,2,142,0,1,0,0,0,1,0
30,2,143,1,1,0,0,0,0,1
30,2,144,0,1,0,1,0,0,0
30,2,145,1,0,1,0,1,0,0
30,2,146,0,0,1,-1,0,1,0
30,2,147,0,1,0,-0,-1,0,1
30,2,148,1,1,0,0,-0,-1,0
30,2,149,0,1,0,1,0,-0,-1
30,2,150,0,1,0,0,1,0,-0
30,2,151,0,1,0,0,0,1,0
30,2,152,1,0,1,0,0,0,1
30,2,153,1,0,1,-1,0,0,0
30,2,154,1,0,1,-1,-1,0,0
30,2,155,0,0,1,-1,-1,-1,0
30,2,156,1,1,0,-0,-1,-1,-1
30,2,157,0,1,0,1,-0,-1,-1
30,2,158,1,1,0,0,1,-0,-1
30,2,159,0,1,0,1,0,1,-0
30,2,160,0,1,0,0,1,0,1
31,2,1,1,0,0,NaN,NaN,NaN,NaN
31,2,2,0,0,0,-1,NaN,NaN,NaN
31,2,3,0,0,0,-0,-1,NaN,NaN
31,2,4,0,0,0,-0,-0,-1,NaN
31,2,5,1,1,1,-0,-0,-0,-1
31,2,6,1,1,1,1,-0,-0,-0
31,2,7,1,1,1,1,1,-0,-0
31,2,8,1,1,1,1,1,1,-0
31,2,9,1,1,1,1,1,1,1
31,2,10,0,1,1,1,1,1,1
31,2,11,0,0,0,0,1,1,1
31,2,12,1,1,1,-0,0,1,1
31,2,13,1,1,1,1,-0,0,1
31,2,14,0,1,1,1,1,-0,0
31,2,15,1,1,1,0,1,1,-0
31,2,16,1,1,1,1,0,1,1
31,2,17,0,1,1,1,1,0,1
31,2,18,0,1,1,0,1,1,0
31,2,19,1,1,1,0,0,1,1
31,2,20,1,1,1,1,0,0,1
31,2,21,0,1,1,1,1,0,0
31,2,22,1,1,1,0,1,1,0
31,2,23,1,1,1,1,0,1,1
31,2,24,1,1,1,1,1,0,1
31,2,25,1,1,1,1,1,1,0
31,2,26,1,1,1,1,1,1,1
31,2,27,1,1,1,1,1,1,1
31,2,28,1,1,1,1,1,1,1
31,2,29,1,1,1,1,1,1,1
31,2,30,1,1,1,1,1,1,1
31,2,31,1,1,1,1,1,1,1
31,2,32,1,1,1,1,1,1,1
31,2,33,1,1,1,1,1,1,1
31,2,34,1,1,1,1,1,1,1
31,2,35,1,1,1,1,1,1,1
31,2,36,1,1,1,1,1,1,1
31,2,37,1,1,1,1,1,1,1
31,2,38,0,1,1,1,1,1,1
31,2,39,0,1,1,0,1,1,1
31,2,40,0,0,0,0,0,1,1
31,2,41,1,1,1,-0,0,0,1
31,2,42,1,1,1,1,-0,0,0
31,2,43,0,1,1,1,1,-0,0
31,2,44,1,0,0,0,1,1,-0
31,2,45,1,0,0,-1,0,1,1
31,2,46,0,0,0,-1,-1,0,1
31,2,47,0,1,1,-0,-1,-1,0
31,2,48,1,1,1,0,-0,-1,-1
31,2,49,1,1,1,1,0,-0,-1
31,2,50,1,1,1,1,1,0,-0
31,2,51,1,1,1,1,1,1,0
31,2,52,1,1,1,1,1,1,1
31,2,53,1,1,1,1,1,1,1
31,2,54,1,1,1,1,1,1,1
31,2,55,1,1,1,1,1,1,1
31,2,56,0,1,0,1,1,1,1
31,2,57,0,1,0,0,1,1,1
31,2,58,0,1,0,0,0,1,1
31,2,59,1,0,1,0,0,0,1
31,2,60,0,0,1,-1,0,0,0
31,2,61,0,1,0,-0,-1,0,0
31,2,62,0,1,0,0,-0,-1,0
31,2,63,1,0,1,0,0,-0,-1
31,2,64,0,0,1,-1,0,0,-0
31,2,65,0,1,0,-0,-1,0,0
31,2,66,0,0,1,0,-0,-1,0
31,2,67,0,1,0,-0,0,-0,-1
31,2,68,1,1,0,0,-0,0,-0
31,2,69,1,1,0,1,0,-0,0
31,2,70,1,1,0,1,1,0,-0
31,2,71,0,1,1,1,1,1,0
31,2,72,1,1,1,0,1,1,1
31,2,73,0,1,1,1,0,1,1
31,2,74,1,1,1,0,1,0,1
31,2,75,1,1,1,1,0,1,0
31,2,76,0,1,1,1,1,0,1
31,2,77,1,1,1,0,1,1,0
31,2,78,0,1,1,1,0,1,1
31,2,79,1,1,1,0,1,0,1
31,2,80,0,1,1,1,0,1,0
31,2,81,1,1,1,0,1,0,1
31,2,82,1,1,1,1,0,1,0
31,2,83,1,1,1,1,1,0,1
31,2,84,0,1,1,1,1,1,0
31,2,85,0,1,1,0,1,1,1
31,2,86,1,1,1,0,0,1,1
31,2,87,0,1,1,1,0,0,1
31,2,88,1,1,1,0,1,0,0
31,2,89,1,1,1,1,0,1,0
31,2,90,0,1,1,1,1,0,1
31,2,91,0,1,0,0,1,1,0
31,2,92,0,1,0,0,0,1,1
31,2,93,0,1,0,0,0,0,1
31,2,94,0,1,0,0,0,0,0
31,2,95,0,0,1,0,0,0,0
31,2,96,0,1,0,-0,0,0,0
31,2,97,1,0,1,0,-0,0,0
31,2,98,0,1,0,-1,0,-0,0
31,2,99,1,0,1,0,-1,0,-0
31,2,100,1,0,1,-1,0,-1,0
31,2,101,1,0,1,-1,-1,0,-1
31,2,102,1,0,1,-1,-1,-1,0
31,2,103,1,0,1,-1,-1,-1,-1
31,2,104,1,0,1,-1,-1,-1,-1
31,2,105,1,0,1,-1,-1,-1,-1
31,2,106,0,0,0,-1,-1,-1,-1
31,2,107,1,1,1,-0,-1,-1,-1
31,2,108,1,1,1,1,-0,-1,-1
31,2,109,1,1,1,1,1,-0,-1
31,2,110,1,1,1,1,1,1,-0
31,2,111,1,1,1,1,1,1,1
31,2,112,1,1,1,1,1,1,1
31,2,113,1,1,1,1,1,1,1
31,2,114,1,1,1,1,1,1,1
31,2,115,1,1,1,1,1,1,1
31,2,116,1,1,1,1,1,1,1
31,2,117,1,1,1,1,1,1,1
31,2,118,1,1,1,1,1,1,1
31,2,119,1,1,1,1,1,1,1
31,2,120,0,1,1,1,1,1,1
31,2,121,0,1,1,0,1,1,1
31,2,122,0,0,0,0,0,1,1
31,2,123,1,1,1,-0,0,0,1
31,2,124,1,1,1,1,-0,0,0
31,2,125,1,1,1,1,1,-0,0
31,2,126,1,1,0,1,1,1,-0
31,2,127,0,1,0,1,1,1,1
31,2,128,1,1,0,0,1,1,1
31,2,129,0,1,0,1,0,1,1
31,2,130,0,1,0,0,1,0,1
31,2,131,0,1,0,0,0,1,0
31,2,132,1,0,1,0,0,0,1
31,2,133,0,1,0,-1,0,0,0
31,2,134,1,0,1,0,-1,0,0
31,2,135,0,0,1,-1,0,-1,0
31,2,136,0,1,0,-0,-1,0,-1
31,2,137,1,1,0,0,-0,-1,0
31,2,138,0,1,0,1,0,-0,-1
31,2,139,0,1,0,0,1,0,-0
31,2,140,1,0,1,0,0,1,0
31,2,141,0,1,0,-1,0,0,1
31,2,142,1,0,1,0,-1,0,0
31,2,143,1,0,1,-1,0,-1,0
31,2,144,0,0,1,-1,-1,0,-1
31,2,145,0,1,0,-0,-1,-1,0
31,2,146,0,1,0,0,-0,-1,-1
31,2,147,1,0,1,0,0,-0,-1
31,2,148,0,1,0,-1,0,0,-0
31,2,149,0,0,1,0,-1,0,0
31,2,150,1,0,1,-0,0,-1,0
31,2,151,0,1,0,-1,-0,0,-1
31,2,152,1,1,0,0,-1,-0,0
31,2,153,0,1,0,1,0,-1,-0
31,2,154,1,1,0,0,1,0,-1
31,2,155,0,1,0,1,0,1,0
31,2,156,1,1,0,0,1,0,1
31,2,157,0,1,0,1,0,1,0
31,2,158,0,1,0,0,1,0,1
31,2,159,0,1,0,0,0,1,0
31,2,160,0,1,0,0,0,0,1
32,2,1,1,1,1,NaN,NaN,NaN,NaN
32,2,2,0,1,1,1,NaN,NaN,NaN
32,2,3,1,1,1,0,1,NaN,NaN
32,2,4,1,1,1,1,0,1,NaN
32,2,5,1,1,1,1,1,0,1
32,2,6,0,1,1,1,1,1,0
32,2,7,1,1,1,0,1,1,1
32,2,8,1,1,1,1,0,1,1
32,2,9,1,1,1,1,1,0,1
32,2,10,1,1,1,1,1,1,0
32,2,11,1,1,1,1,1,1,1
32,2,12,1,1,1,1,1,1,1
32,2,13,1,1,1,1,1,1,1
32,2,14,0,1,1,1,1,1,1
32,2,15,1,1,1,0,1,1,1
32,2,16,1,1,1,1,0,1,1
32,2,17,1,1,1,1,1,0,1
32,2,18,1,1,1,1,1,1,0
32,2,19,1,1,1,1,1,1,1
32,2,20,1,1,1,1,1,1,1
32,2,21,1,1,1,1,1,1,1
32,2,22,1,1,1,1,1,1,1
32,2,23,1,1,1,1,1,1,1
32,2,24,1,1,1,1,1,1,1
32,2,25,1,1,1,1,1,1,1
32,2,26,1,1,1,1,1,1,1
32,2,27,0,1,1,1,1,1,1
32,2,28,0,0,0,0,1,1,1
32,2,29,1,1,1,-0,0,1,1
32,2,30,1,1,1,1,-0,0,1
32,2,31,1,1,1,1,1,-0,0
32,2,32,1,1,1,1,1,1,-0
32,2,33,1,1,1,1,1,1,1
32,2,34,0,1,1,1,1,1,1
32,2,35,0,0,0,0,1,1,1
32,2,36,1,1,1,-0,0,1,1
32,2,37,1,1,1,1,-0,0,1
32,2,38,0,1,1,1,1,-0,0
32,2,39,0,0,0,0,1,1,-0
32,2,40,0,1,1,-0,0,1,1
32,2,41,1,0,0,0,-0,0,1
32,2,42,0,0,0,-1,0,-0,0
32,2,43,1,0,0,-0,-1,0,-0
32,2,44,0,0,0,-1,-0,-1,0
32,2,45,1,1,1,-0,-1,-0,-1
32,2,46,1,1,1,1,-0,-1,-0
32,2,47,1,1,1,1,1,-0,-1
32,2,48,1,1,1,1,1,1,-0
32,2,49,0,1,1,1,1,1,1
32,2,50,0,1,1,0,1,1,1
32,2,51,1,1,1,0,0,1,1
32,2,52,1,1,1,1,0,0,1
32,2,53,1,1,1,1,1,0,0
32,2,54,1,1,1,1,1,1,0
32,2,55,1,1,1,1,1,1,1
32,2,56,1,1,0,1,1,1,1
32,2,57,0,1,0,1,1,1,1
32,2,58,0,1,0,0,1,1,1
32,2,59,0,1,0,0,0,1,1
32,2,60,0,1,0,0,0,0,1
32,2,61,1,0,1,0,0,0,0
32,2,62,1,0,1,-1,0,0,0
32,2,63,1,0,1,-1,-1,0,0
32,2,64,1,0,1,-1,-1,-1,0
32,2,65,1,0,1,-1,-1,-1,-1
32,2,66,1,0,1,-1,-1,-1,-1
32,2,67,1,0,1,-1,-1,-1,-1
32,2,68,1,0,1,-1,-1,-1,-1
32,2,69,1,0,1,-1,-1,-1,-1
32,2,70,1,0,1,-1,-1,-1,-1
32,2,71,0,0,0,-1,-1,-1,-1
32,2,72,0,0,0,-0,-1,-1,-1
32,2,73,1,1,1,-0,-0,-1,-1
32,2,74,1,1,1,1,-0,-0,-1
32,2,75,1,1,1,1,1,-0,-0
32,2,76,0,1,1,1,1,1,-0
32,2,77,1,1,1,0,1,1,1
32,2,78,1,1,1,1,0,1,1
32,2,79,1,1,1,1,1,0,1
32,2,80,1,1,1,1,1,1,0
32,2,81,1,1,1,1,1,1,1
32,2,82,1,1,1,1,1,1,1
32,2,83,1,1,1,1,1,1,1
32,2,84,1,1,1,1,1,1,1
32,2,85,0,1,1,1,1,1,1
32,2,86,1,1,1,0,1,1,1
32,2,87,0,1,1,1,0,1,1
32,2,88,1,1,1,0,1,0,1
32,2,89,1,1,1,1,0,1,0
32,2,90,1,1,1,1,1,0,1
32,2,91,0,1,0,1,1,1,0
32,2,92,1,1,0,0,1,1,1
32,2,93,1,1,0,1,0,1,1
32,2,94,0,1,0,1,1,0,1
32,2,95,0,1,0,0,1,1,0
32,2,96,1,1,0,0,0,1,1
32,2,97,0,1,0,1,0,0,1
32,2,98,1,0,1,0,1,0,0
32,2,99,1,0,1,-1,0,1,0
32,2,100,0,0,1,-1,-1,0,1
32,2,101,1,0,1,-0,-1,-1,0
32,2,102,1,0,1,-1,-0,-1,-1
32,2,103,1,0,1,-1,-1,-0,-1
32,2,104,1,0,1,-1,-1,-1,-0
32,2,105,0,0,1,-1,-1,-1,-1
32,2,106,0,0,0,-0,-1,-1,-1
32,2,107,1,0,0,-0,-0,-1,-1
32,2,108,1,0,0,-1,-0,-0,-1
32,2,109,1,0,0,-1,-1,-0,-0
32,2,110,0,0,0,-1,-1,-1,-0
32,2,111,1,0,0,-0,-1,-1,-1
32,2,112,0,0,0,-1,-0,-1,-1
32,2,113,0,0,0,-0,-1,-0,-1
32,2,114,1,1,1,-0,-0,-1,-0
32,2,115,0,1,1,1,-0,-0,-1
32,2,116,1,0,0,0,1,-0,-0
32,2,117,1,1,1,-1,0,1,-0
32,2,118,0,0,0,1,-1,0,1
32,2,119,1,1,1,-0,1,-1,0
32,2,120,0,1,1,1,-0,1,-1
32,2,121,1,0,0,0,1,-0,1
32,2,122,0,0,0,-1,0,1,-0
32,2,123,1,1,1,-0,-1,0,1
32,2,124,1,1,1,1,-0,-1,0
32,2,125,1,1,1,1,1,-0,-1
32,2,126,0,1,0,1,1,1,-0
32,2,127,0,1,0,0,1,1,1
32,2,128,0,1,0,0,0,1,1
