sub_idx,Cond,Order,Group,Trial_idx,Outcome,Choice_t,Correct,winstay_t1,winstay_t2,winstay_t3,winstay_t4,loseshift_t1,loseshift_t2,loseshift_t3,loseshift_t4,RT,State
6,2,1,1,61,0,1,1,-0,-0,-0,-1,1,1,1,0,0.530271630348579,1
6,2,1,1,62,0,1,1,0,-0,-0,-0,-1,1,1,1,0.546992191586469,1
6,2,1,1,63,0,0,0,0,0,-0,-0,-1,-1,1,1,0.538658702760586,1
6,2,1,1,64,0,0,0,-0,0,0,-0,1,-1,-1,1,0.630660949922458,1
6,2,1,1,65,0,1,1,-0,-0,0,0,1,1,-1,-1,0.551983935751196,1
6,2,1,1,66,1,0,0,0,-0,-0,0,-1,1,1,-1,0.630584971950157,1
6,2,1,1,67,0,0,0,-1,0,-0,-0,0,-1,1,1,0.430235230407561,1
6,2,1,1,68,0,0,0,-0,-1,0,-0,1,0,-1,1,0.370154463402287,1
6,2,1,1,69,1,1,1,-0,-0,-1,0,1,1,0,-1,0.714512710386771,1
6,2,1,1,70,1,1,1,1,-0,-0,-1,-0,1,1,0,0.578522455536586,1
6,2,1,1,71,0,1,0,1,1,-0,-0,-0,-0,1,1,0.511104603916465,0
6,2,1,1,72,0,1,0,0,1,1,-0,-1,-0,-0,1,0.896460775162268,0
6,2,1,1,73,1,0,1,0,0,1,1,-1,-1,-0,-0,0.594318936935451,0
6,2,1,1,74,0,0,1,-1,0,0,1,0,-1,-1,-0,0.474787676888809,0
6,2,1,1,75,1,0,1,-0,-1,0,0,1,0,-1,-1,0.569722363972687,0
6,2,1,1,76,0,1,0,-1,-0,-1,0,0,1,0,-1,0.475766774150543,0
6,2,1,1,77,0,0,1,0,-1,-0,-1,-1,0,1,0,0.665306144677743,0
6,2,1,1,78,1,0,1,-0,0,-1,-0,1,-1,0,1,0.616480985881935,0
6,2,1,1,79,0,1,0,-1,-0,0,-1,0,1,-1,0,0.674480666100862,0
6,2,1,1,80,0,1,0,0,-1,-0,0,-1,0,1,-1,0.452539850703033,0
6,2,1,1,81,1,0,1,0,0,-1,-0,-1,-1,0,1,0.55067623827199,0
6,2,1,1,82,1,0,1,-1,0,0,-1,0,-1,-1,0,0.45251027343329,0
6,2,1,1,83,1,0,1,-1,-1,0,0,0,0,-1,-1,0.731355207222805,0
6,2,1,1,84,0,0,1,-1,-1,-1,0,0,0,0,-1,0.48102823732188,0
6,2,1,1,85,0,0,1,-0,-1,-1,-1,1,0,0,0,0.579281710641226,0
6,2,1,1,86,1,1,0,-0,-0,-1,-1,1,1,0,0,0.589266795199364,0
6,2,1,1,87,0,1,0,1,-0,-0,-1,-0,1,1,0,0.559960763464915,0
6,2,1,1,88,1,0,1,0,1,-0,-0,-1,-0,1,1,0.5681593854315,0
6,2,1,1,89,1,0,1,-1,0,1,-0,0,-1,-0,1,0.507758124687825,0
6,2,1,1,90,0,0,1,-1,-1,0,1,0,0,-1,-0,0.494267011730699,0
6,2,1,1,91,0,0,0,-0,-1,-1,0,1,0,0,-1,0.613196403210168,1
6,2,1,1,92,1,1,1,-0,-0,-1,-1,1,1,0,0,0.421981767118268,1
6,2,1,1,93,1,1,1,1,-0,-0,-1,-0,1,1,0,0.675876962712209,1
6,2,1,1,94,1,1,1,1,1,-0,-0,-0,-0,1,1,0.773481974290917,1
6,2,1,1,95,1,1,1,1,1,1,-0,-0,-0,-0,1,0.496126106452721,1
6,2,1,1,96,1,1,1,1,1,1,1,-0,-0,-0,-0,0.439525750254688,1
6,2,1,1,97,1,1,1,1,1,1,1,-0,-0,-0,-0,0.437422646667983,1
6,2,1,1,98,1,1,1,1,1,1,1,-0,-0,-0,-0,0.531605707277777,1
6,2,1,1,99,1,1,1,1,1,1,1,-0,-0,-0,-0,0.513906317100918,1
6,2,1,1,100,1,1,1,1,1,1,1,-0,-0,-0,-0,0.454849666690279,1
6,2,1,1,101,1,1,1,1,1,1,1,-0,-0,-0,-0,0.470288313445053,1
6,2,1,1,102,0,1,1,1,1,1,1,-0,-0,-0,-0,0.50209703809378,1
6,2,1,1,103,1,1,1,0,1,1,1,-1,-0,-0,-0,0.406503701378824,1
6,2,1,1,104,0,1,1,1,0,1,1,-0,-1,-0,-0,0.474165509396698,1
6,2,1,1,105,1,1,1,0,1,0,1,-1,-0,-1,-0,0.552353000166477,1
6,2,1,1,106,1,1,0,1,0,1,0,-0,-1,-0,-1,0.416521638537233,0
6,2,1,1,107,1,0,1,1,1,0,1,-0,-0,-1,-0,0.496775600717228,0
6,2,1,1,108,0,1,0,-1,1,1,0,0,-0,-0,-1,0.564294156385586,0
6,2,1,1,109,1,1,0,0,-1,1,1,-1,0,-0,-0,0.602701044554124,0
6,2,1,1,110,0,1,0,1,0,-1,1,-0,-1,0,-0,0.497089329932351,0
6,2,1,1,111,1,1,0,0,1,0,-1,-1,-0,-1,0,0.636819063576695,0
6,2,1,1,112,0,1,0,1,0,1,0,-0,-1,-0,-1,0.451519873560756,0
6,2,1,1,113,1,1,0,0,1,0,1,-1,-0,-1,-0,0.419293611390458,0
6,2,1,1,114,0,1,0,1,0,1,0,-0,-1,-0,-1,0.511425305165176,0
6,2,1,1,115,0,1,0,0,1,0,1,-1,-0,-1,-0,0.507362590928096,0
6,2,1,1,116,0,1,0,0,0,1,0,-1,-1,-0,-1,0.512179221899714,0
6,2,1,1,117,0,1,0,0,0,0,1,-1,-1,-1,-0,0.627847019553883,0
6,2,1,1,118,1,0,1,0,0,0,0,-1,-1,-1,-1,0.424641074692772,0
6,2,1,1,119,0,0,1,-1,0,0,0,0,-1,-1,-1,0.476347523450386,0
6,2,1,1,120,1,0,1,-0,-1,0,0,1,0,-1,-1,0.43726561832591,0
6,2,1,1,121,1,0,1,-1,-0,-1,0,0,1,0,-1,0.411741193653143,0
6,2,1,1,122,1,1,0,-1,-1,-0,-1,0,0,1,0,0.381141355377622,0
6,2,1,1,123,0,1,0,1,-1,-1,-0,-0,0,0,1,0.341265219693014,0
6,2,1,1,124,1,0,1,0,1,-1,-1,-1,-0,0,0,0.465851104534522,0
6,2,1,1,125,1,0,1,-1,0,1,-1,0,-1,-0,0,0.438995976168371,0
6,2,1,1,126,1,1,1,-1,-1,0,1,0,0,-1,-0,0.431541103760537,1
6,2,1,1,127,1,0,0,1,-1,-1,0,-0,0,0,-1,0.568107846840576,1
6,2,1,1,128,0,0,0,-1,1,-1,-1,0,-0,0,0,0.526338452618802,1
6,2,1,1,129,0,0,0,-0,-1,1,-1,1,0,-0,0,0.439440554757311,1
6,2,1,1,130,0,0,0,-0,-0,-1,1,1,1,0,-0,0.471741546847625,1
6,2,1,1,131,0,1,1,-0,-0,-0,-1,1,1,1,0,0.63459316764056,1
6,2,1,1,132,0,0,0,0,-0,-0,-0,-1,1,1,1,0.669561577116838,1
6,2,1,1,133,0,1,1,-0,0,-0,-0,1,-1,1,1,0.673689277464291,1
6,2,1,1,134,1,1,1,0,-0,0,-0,-1,1,-1,1,0.6785259824901,1
6,2,1,1,135,1,1,1,1,0,-0,0,-0,-1,1,-1,0.440118671620439,1
6,2,1,1,136,1,1,1,1,1,0,-0,-0,-0,-1,1,0.407935850591457,1
6,2,1,1,137,0,1,1,1,1,1,0,-0,-0,-0,-1,0.484862102071929,1
6,2,1,1,138,1,1,1,0,1,1,1,-1,-0,-0,-0,0.609885425721586,1
6,2,1,1,139,0,0,0,1,0,1,1,-0,-1,-0,-0,0.897639317066933,1
6,2,1,1,140,0,1,1,-0,1,0,1,1,-0,-1,-0,0.490815365541494,1
6,2,1,1,141,1,1,1,0,-0,1,0,-1,1,-0,-1,0.645881015283521,1
6,2,1,1,142,0,1,1,1,0,-0,1,-0,-1,1,-0,0.463608703263162,1
6,2,1,1,143,0,0,0,0,1,0,-0,-1,-0,-1,1,0.494667688049958,1
6,2,1,1,144,0,0,0,-0,0,1,0,1,-1,-0,-1,0.410249546395789,1
6,2,1,1,145,0,1,1,-0,-0,0,1,1,1,-1,-0,0.577220213723194,1
6,2,1,1,146,0,0,0,0,-0,-0,0,-1,1,1,-1,0.440187452011742,1
6,2,1,1,147,1,1,1,-0,0,-0,-0,1,-1,1,1,0.496973940666066,1
6,2,1,1,148,1,1,1,1,-0,0,-0,-0,1,-1,1,0.463744397144183,1
6,2,1,1,149,1,1,1,1,1,-0,0,-0,-0,1,-1,0.516381878056563,1
6,2,1,1,150,0,1,1,1,1,1,-0,-0,-0,-0,1,0.483513244027563,1
6,2,1,1,151,1,1,1,0,1,1,1,-1,-0,-0,-0,0.521641679508321,1
6,2,1,1,152,0,1,1,1,0,1,1,-0,-1,-0,-0,0.481724611134268,1
6,2,1,1,153,1,1,1,0,1,0,1,-1,-0,-1,-0,0.3871609582784,1
6,2,1,1,154,1,1,1,1,0,1,0,-0,-1,-0,-1,0.393439213148667,1
6,2,1,1,155,1,1,1,1,1,0,1,-0,-0,-1,-0,0.521613362645439,1
6,2,1,1,156,1,1,1,1,1,1,0,-0,-0,-0,-1,0.611105464347929,1
6,2,1,1,157,1,1,1,1,1,1,1,-0,-0,-0,-0,0.469678373490751,1
6,2,1,1,158,1,1,1,1,1,1,1,-0,-0,-0,-0,0.426911757727794,1
6,2,1,1,159,1,1,1,1,1,1,1,-0,-0,-0,-0,0.415399780133157,1
6,2,1,1,160,0,1,1,1,1,1,1,-0,-0,-0,-0,0.391089491989987,1
7,2,1,1,1,1,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.650845029798802,0
7,2,1,1,2,1,0,1,-1,NaN,NaN,NaN,0,NaN,NaN,NaN,0.641494960931595,0
7,2,1,1,3,1,0,1,-1,-1,NaN,NaN,0,0,NaN,NaN,0.679992508259602,0
7,2,1,1,4,1,0,1,-1,-1,-1,NaN,0,0,0,NaN,0.505900971358642,0
7,2,1,1,5,1,0,1,-1,-1,-1,-1,0,0,0,0,0.473205092130229,0
7,2,1,1,6,1,0,1,-1,-1,-1,-1,0,0,0,0,0.486498941725586,0
7,2,1,1,7,1,0,1,-1,-1,-1,-1,0,0,0,0,0.542996629024856,0
7,2,1,1,8,0,0,1,-1,-1,-1,-1,0,0,0,0,0.570755272929091,0
7,2,1,1,9,1,0,1,-0,-1,-1,-1,1,0,0,0,0.599434640316758,0
7,2,1,1,10,1,0,1,-1,-0,-1,-1,0,1,0,0,0.523497701680753,0
7,2,1,1,11,1,0,1,-1,-1,-0,-1,0,0,1,0,0.526334037829656,0
7,2,1,1,12,0,0,1,-1,-1,-1,-0,0,0,0,1,0.452606775274035,0
7,2,1,1,13,1,0,1,-0,-1,-1,-1,1,0,0,0,0.607934776635375,0
7,2,1,1,14,1,0,1,-1,-0,-1,-1,0,1,0,0,0.512440324237105,0
7,2,1,1,15,1,0,1,-1,-1,-0,-1,0,0,1,0,0.492058129922953,0
7,2,1,1,16,1,0,1,-1,-1,-1,-0,0,0,0,1,0.480931137048174,0
7,2,1,1,17,1,0,1,-1,-1,-1,-1,0,0,0,0,0.602318154880777,0
7,2,1,1,18,1,0,1,-1,-1,-1,-1,0,0,0,0,0.501031058840454,0
7,2,1,1,19,1,0,1,-1,-1,-1,-1,0,0,0,0,0.450039163697511,0
7,2,1,1,20,1,0,1,-1,-1,-1,-1,0,0,0,0,0.556030959240161,0
7,2,1,1,21,1,0,1,-1,-1,-1,-1,0,0,0,0,0.530406909994781,0
7,2,1,1,22,1,0,1,-1,-1,-1,-1,0,0,0,0,0.535119699372444,0
7,2,1,1,23,1,0,1,-1,-1,-1,-1,0,0,0,0,0.522460312000476,0
7,2,1,1,24,0,0,1,-1,-1,-1,-1,0,0,0,0,0.469260948535521,0
7,2,1,1,25,1,0,1,-0,-1,-1,-1,1,0,0,0,0.481995904294308,0
7,2,1,1,26,1,0,1,-1,-0,-1,-1,0,1,0,0,0.491916329716332,0
7,2,1,1,27,1,0,1,-1,-1,-0,-1,0,0,1,0,0.536775669665076,0
7,2,1,1,28,0,0,1,-1,-1,-1,-0,0,0,0,1,0.500323407468386,0
7,2,1,1,29,1,0,1,-0,-1,-1,-1,1,0,0,0,0.570407612365671,0
7,2,1,1,30,1,0,1,-1,-0,-1,-1,0,1,0,0,0.612361451785546,0
7,2,1,1,31,1,0,1,-1,-1,-0,-1,0,0,1,0,0.465920911985449,0
7,2,1,1,32,1,0,1,-1,-1,-1,-0,0,0,0,1,0.605883436335716,0
7,2,1,1,33,1,0,1,-1,-1,-1,-1,0,0,0,0,0.484313519846182,0
7,2,1,1,34,1,0,1,-1,-1,-1,-1,0,0,0,0,0.49455289542675,0
7,2,1,1,35,1,0,1,-1,-1,-1,-1,0,0,0,0,0.673250402673148,0
7,2,1,1,36,1,0,1,-1,-1,-1,-1,0,0,0,0,0.500307972193696,0
7,2,1,1,37,1,0,1,-1,-1,-1,-1,0,0,0,0,0.448218188597821,0
7,2,1,1,38,0,0,1,-1,-1,-1,-1,0,0,0,0,0.486950391612481,0
7,2,1,1,39,0,0,1,-0,-1,-1,-1,1,0,0,0,0.4487961314735,0
7,2,1,1,40,1,0,1,-0,-0,-1,-1,1,1,0,0,0.504629582224879,0
7,2,1,1,41,1,0,1,-1,-0,-0,-1,0,1,1,0,0.431402509158943,0
7,2,1,1,42,0,0,1,-1,-1,-0,-0,0,0,1,1,0.461854257446248,0
7,2,1,1,43,1,0,1,-0,-1,-1,-0,1,0,0,1,0.536399704928044,0
7,2,1,1,44,0,0,1,-1,-0,-1,-1,0,1,0,0,0.526705676922575,0
7,2,1,1,45,0,0,1,-0,-1,-0,-1,1,0,1,0,0.471384864184074,0
7,2,1,1,46,1,0,1,-0,-0,-1,-0,1,1,0,1,0.642596558551304,0
7,2,1,1,47,1,0,1,-1,-0,-0,-1,0,1,1,0,0.547160667541903,0
7,2,1,1,48,0,0,1,-1,-1,-0,-0,0,0,1,1,0.519049373455346,0
7,2,1,1,49,0,0,1,-0,-1,-1,-0,1,0,0,1,0.531770387315191,0
7,2,1,1,50,0,1,0,-0,-0,-1,-1,1,1,0,0,0.679380469082389,0
7,2,1,1,51,1,0,1,0,-0,-0,-1,-1,1,1,0,0.629247882519849,0
7,2,1,1,52,1,0,1,-1,0,-0,-0,0,-1,1,1,0.524635823909193,0
7,2,1,1,53,1,0,1,-1,-1,0,-0,0,0,-1,1,0.554376680753194,0
7,2,1,1,54,1,0,1,-1,-1,-1,0,0,0,0,-1,0.518482157262042,0
7,2,1,1,55,1,0,1,-1,-1,-1,-1,0,0,0,0,0.562358768482227,0
7,2,1,1,56,0,0,0,-1,-1,-1,-1,0,0,0,0,0.500184038188308,1
7,2,1,1,57,1,0,0,-0,-1,-1,-1,1,0,0,0,0.509387116413563,1
7,2,1,1,58,0,0,0,-1,-0,-1,-1,0,1,0,0,0.552839940646663,1
7,2,1,1,59,1,1,1,-0,-1,-0,-1,1,0,1,0,0.584867961064447,1
7,2,1,1,60,1,1,1,1,-0,-1,-0,-0,1,0,1,0.547834741242696,1
7,2,1,1,61,1,1,1,1,1,-0,-1,-0,-0,1,0,0.83455203199992,1
7,2,1,1,62,1,1,1,1,1,1,-0,-0,-0,-0,1,0.536109575477894,1
7,2,1,1,63,1,1,1,1,1,1,1,-0,-0,-0,-0,0.510042624548078,1
7,2,1,1,64,1,1,1,1,1,1,1,-0,-0,-0,-0,0.650326828472316,1
7,2,1,1,65,0,1,1,1,1,1,1,-0,-0,-0,-0,0.542002618080005,1
7,2,1,1,66,0,1,1,0,1,1,1,-1,-0,-0,-0,0.610088793851901,1
7,2,1,1,67,1,1,1,0,0,1,1,-1,-1,-0,-0,0.614232810155954,1
7,2,1,1,68,1,1,1,1,0,0,1,-0,-1,-1,-0,0.513196303916629,1
7,2,1,1,69,1,1,1,1,1,0,0,-0,-0,-1,-1,0.506847844051663,1
7,2,1,1,70,1,1,1,1,1,1,0,-0,-0,-0,-1,0.545970389677677,1
7,2,1,1,71,0,1,0,1,1,1,1,-0,-0,-0,-0,0.550091725657694,0
7,2,1,1,72,0,1,0,0,1,1,1,-1,-0,-0,-0,0.657602102146484,0
7,2,1,1,73,1,0,1,0,0,1,1,-1,-1,-0,-0,0.59811471978901,0
7,2,1,1,74,1,0,1,-1,0,0,1,0,-1,-1,-0,0.5959674892365,0
7,2,1,1,75,1,0,1,-1,-1,0,0,0,0,-1,-1,0.641367926960811,0
7,2,1,1,76,1,0,1,-1,-1,-1,0,0,0,0,-1,0.622229857253842,0
7,2,1,1,77,0,0,1,-1,-1,-1,-1,0,0,0,0,0.631418936070986,0
7,2,1,1,78,0,0,1,-0,-1,-1,-1,1,0,0,0,0.788583265268244,0
7,2,1,1,79,1,1,0,-0,-0,-1,-1,1,1,0,0,0.648116392898373,0
7,2,1,1,80,0,1,0,1,-0,-0,-1,-0,1,1,0,0.56854459940223,0
7,2,1,1,81,0,1,0,0,1,-0,-0,-1,-0,1,1,0.568114316440187,0
7,2,1,1,82,0,0,1,0,0,1,-0,-1,-1,-0,1,0.633770838438068,0
7,2,1,1,83,1,0,1,-0,0,0,1,1,-1,-1,-0,0.803355528914835,0
7,2,1,1,84,1,0,1,-1,-0,0,0,0,1,-1,-1,0.716150816704612,0
7,2,1,1,85,1,0,1,-1,-1,-0,0,0,0,1,-1,0.598678129317705,0
7,2,1,1,86,1,0,1,-1,-1,-1,-0,0,0,0,1,0.55695566785289,0
7,2,1,1,87,1,0,1,-1,-1,-1,-1,0,0,0,0,0.786564855778124,0
7,2,1,1,88,1,0,1,-1,-1,-1,-1,0,0,0,0,0.546631639648695,0
7,2,1,1,89,1,0,1,-1,-1,-1,-1,0,0,0,0,0.597944361856207,0
7,2,1,1,90,1,0,1,-1,-1,-1,-1,0,0,0,0,0.603522745135706,0
7,2,1,1,91,0,0,0,-1,-1,-1,-1,0,0,0,0,0.577484276436735,1
7,2,1,1,92,0,0,0,-0,-1,-1,-1,1,0,0,0,0.509397038083989,1
7,2,1,1,93,1,1,1,-0,-0,-1,-1,1,1,0,0,0.622145567787811,1
7,2,1,1,94,1,1,1,1,-0,-0,-1,-0,1,1,0,0.691884967091028,1
7,2,1,1,95,1,1,1,1,1,-0,-0,-0,-0,1,1,0.587048891640734,1
7,2,1,1,96,1,1,1,1,1,1,-0,-0,-0,-0,1,0.539959079585969,1
7,2,1,1,97,0,1,1,1,1,1,1,-0,-0,-0,-0,0.494422162359115,1
7,2,1,1,98,0,1,1,0,1,1,1,-1,-0,-0,-0,0.681192071177065,1
7,2,1,1,99,0,0,0,0,0,1,1,-1,-1,-0,-0,0.858817535685375,1
7,2,1,1,100,1,1,1,-0,0,0,1,1,-1,-1,-0,0.816952521854546,1
7,2,1,1,101,1,1,1,1,-0,0,0,-0,1,-1,-1,0.623515195620712,1
7,2,1,1,102,1,1,1,1,1,-0,0,-0,-0,1,-1,0.549607342691161,1
7,2,1,1,103,1,1,1,1,1,1,-0,-0,-0,-0,1,0.556226220971439,1
7,2,1,1,104,1,1,1,1,1,1,1,-0,-0,-0,-0,0.504670442489441,1
7,2,1,1,105,0,1,1,1,1,1,1,-0,-0,-0,-0,0.585309028159827,1
7,2,1,1,106,0,1,0,0,1,1,1,-1,-0,-0,-0,0.531302870658692,0
7,2,1,1,107,0,0,1,0,0,1,1,-1,-1,-0,-0,0.821514769573696,0
7,2,1,1,108,1,0,1,-0,0,0,1,1,-1,-1,-0,0.639722945983522,0
7,2,1,1,109,1,0,1,-1,-0,0,0,0,1,-1,-1,0.489435726660304,0
7,2,1,1,110,1,0,1,-1,-1,-0,0,0,0,1,-1,0.461378472507931,0
7,2,1,1,111,1,0,1,-1,-1,-1,-0,0,0,0,1,0.556695376639254,0
7,2,1,1,112,0,0,1,-1,-1,-1,-1,0,0,0,0,0.543465434224345,0
7,2,1,1,113,1,0,1,-0,-1,-1,-1,1,0,0,0,0.528036634845193,0
7,2,1,1,114,0,0,1,-1,-0,-1,-1,0,1,0,0,0.56136353185866,0
7,2,1,1,115,1,0,1,-0,-1,-0,-1,1,0,1,0,0.548935043276288,0
7,2,1,1,116,1,0,1,-1,-0,-1,-0,0,1,0,1,0.504073244694155,0
7,2,1,1,117,1,0,1,-1,-1,-0,-1,0,0,1,0,0.55529377568746,0
7,2,1,1,118,1,0,1,-1,-1,-1,-0,0,0,0,1,0.525679196347483,0
7,2,1,1,119,1,0,1,-1,-1,-1,-1,0,0,0,0,0.698378091969062,0
7,2,1,1,120,1,0,1,-1,-1,-1,-1,0,0,0,0,0.545807106769644,0
7,2,1,1,121,1,0,1,-1,-1,-1,-1,0,0,0,0,0.52814439922804,0
7,2,1,1,122,1,0,1,-1,-1,-1,-1,0,0,0,0,0.579793451586738,0
7,2,1,1,123,0,0,1,-1,-1,-1,-1,0,0,0,0,0.485793688858394,0
7,2,1,1,124,0,0,1,-0,-1,-1,-1,1,0,0,0,0.677328610152472,0
7,2,1,1,125,1,0,1,-0,-0,-1,-1,1,1,0,0,0.568554992263671,0
7,2,1,1,126,0,0,0,-1,-0,-0,-1,0,1,1,0,0.643698288826272,1
7,2,1,1,127,0,0,0,-0,-1,-0,-0,1,0,1,1,0.522655520529952,1
7,2,1,1,128,1,1,1,-0,-0,-1,-0,1,1,0,1,0.86017470760271,1
7,2,1,1,129,1,1,1,1,-0,-0,-1,-0,1,1,0,0.585618078708649,1
7,2,1,1,130,1,1,1,1,1,-0,-0,-0,-0,1,1,0.502708098152652,1
7,2,1,1,131,0,1,1,1,1,1,-0,-0,-0,-0,1,0.528392625565175,1
7,2,1,1,132,0,0,0,0,1,1,1,-1,-0,-0,-0,0.658283995056991,1
7,2,1,1,133,0,1,1,-0,0,1,1,1,-1,-0,-0,0.71009452623548,1
7,2,1,1,134,0,0,0,0,-0,0,1,-1,1,-1,-0,0.720554517756682,1
7,2,1,1,135,1,1,1,-0,0,-0,0,1,-1,1,-1,0.924764407682233,1
7,2,1,1,136,0,0,0,1,-0,0,-0,-0,1,-1,1,0.817791956244037,1
7,2,1,1,137,0,0,0,-0,1,-0,0,1,-0,1,-1,0.664972293656319,1
7,2,1,1,138,0,1,1,-0,-0,1,-0,1,1,-0,1,0.59315596165834,1
7,2,1,1,139,1,0,0,0,-0,-0,1,-1,1,1,-0,0.630003714119084,1
7,2,1,1,140,1,0,0,-1,0,-0,-0,0,-1,1,1,0.555127966275904,1
7,2,1,1,141,0,0,0,-1,-1,0,-0,0,0,-1,1,0.49015365797095,1
7,2,1,1,142,0,0,0,-0,-1,-1,0,1,0,0,-1,0.456670432118699,1
7,2,1,1,143,1,0,0,-0,-0,-1,-1,1,1,0,0,0.561130718328059,1
7,2,1,1,144,0,0,0,-1,-0,-0,-1,0,1,1,0,0.521418232761789,1
7,2,1,1,145,0,0,0,-0,-1,-0,-0,1,0,1,1,0.688546865014359,1
7,2,1,1,146,0,0,0,-0,-0,-1,-0,1,1,0,1,0.711753736832179,1
7,2,1,1,147,0,0,0,-0,-0,-0,-1,1,1,1,0,0.494188895099796,1
7,2,1,1,148,1,1,1,-0,-0,-0,-0,1,1,1,1,0.876379197987262,1
7,2,1,1,149,1,1,1,1,-0,-0,-0,-0,1,1,1,0.517048223933671,1
7,2,1,1,150,0,1,1,1,1,-0,-0,-0,-0,1,1,0.491801209631376,1
7,2,1,1,151,1,1,1,0,1,1,-0,-1,-0,-0,1,0.486956433800515,1
7,2,1,1,152,1,1,1,1,0,1,1,-0,-1,-0,-0,0.557968688197434,1
7,2,1,1,153,1,1,1,1,1,0,1,-0,-0,-1,-0,0.603171207359992,1
7,2,1,1,154,1,1,1,1,1,1,0,-0,-0,-0,-1,0.527779842552263,1
7,2,1,1,155,1,1,1,1,1,1,1,-0,-0,-0,-0,0.695798114698846,1
7,2,1,1,156,0,1,1,1,1,1,1,-0,-0,-0,-0,0.535058228881098,1
7,2,1,1,157,1,1,1,0,1,1,1,-1,-0,-0,-0,0.464646565204021,1
7,2,1,1,158,1,1,1,1,0,1,1,-0,-1,-0,-0,0.459975165082142,1
7,2,1,1,159,1,1,1,1,1,0,1,-0,-0,-1,-0,0.536753893538844,1
7,2,1,1,160,1,1,1,1,1,1,0,-0,-0,-0,-1,0.753296437265817,1
8,2,1,1,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.92765855329344,1
8,2,1,1,2,1,1,1,-0,NaN,NaN,NaN,1,NaN,NaN,NaN,0.966565289185382,1
8,2,1,1,3,1,1,1,1,-0,NaN,NaN,-0,1,NaN,NaN,0.798999416874722,1
8,2,1,1,4,1,1,1,1,1,-0,NaN,-0,-0,1,NaN,0.566955084796064,1
8,2,1,1,5,1,1,1,1,1,1,-0,-0,-0,-0,1,0.747594202752225,1
8,2,1,1,6,1,1,1,1,1,1,1,-0,-0,-0,-0,0.889616255240981,1
8,2,1,1,7,1,1,1,1,1,1,1,-0,-0,-0,-0,0.695972051413264,1
8,2,1,1,8,1,1,1,1,1,1,1,-0,-0,-0,-0,0.744312303839251,1
8,2,1,1,9,1,1,1,1,1,1,1,-0,-0,-0,-0,0.723115105065517,1
8,2,1,1,10,1,1,1,1,1,1,1,-0,-0,-0,-0,0.65743044600822,1
8,2,1,1,11,1,1,1,1,1,1,1,-0,-0,-0,-0,0.742615455936175,1
8,2,1,1,12,1,1,1,1,1,1,1,-0,-0,-0,-0,0.758452494104858,1
8,2,1,1,13,1,1,1,1,1,1,1,-0,-0,-0,-0,0.758560371410567,1
8,2,1,1,14,1,1,1,1,1,1,1,-0,-0,-0,-0,0.730973364028614,1
8,2,1,1,15,1,1,1,1,1,1,1,-0,-0,-0,-0,0.706835026910994,1
8,2,1,1,16,0,1,1,1,1,1,1,-0,-0,-0,-0,0.777488428226206,1
8,2,1,1,17,0,0,0,0,1,1,1,-1,-0,-0,-0,0.791850315465126,1
8,2,1,1,18,1,1,1,-0,0,1,1,1,-1,-0,-0,0.719779190956615,1
8,2,1,1,19,1,1,1,1,-0,0,1,-0,1,-1,-0,0.612748797051609,1
8,2,1,1,20,1,1,1,1,1,-0,0,-0,-0,1,-1,0.72832106432179,1
8,2,1,1,21,0,1,1,1,1,1,-0,-0,-0,-0,1,0.714212476275861,1
8,2,1,1,22,1,1,1,0,1,1,1,-1,-0,-0,-0,0.824619666964281,1
8,2,1,1,23,0,1,1,1,0,1,1,-0,-1,-0,-0,0.864976079610642,1
8,2,1,1,24,1,0,0,0,1,0,1,-1,-0,-1,-0,0.83558979263762,1
8,2,1,1,25,0,0,0,-1,0,1,0,0,-1,-0,-1,0.605818314303178,1
8,2,1,1,26,0,1,1,-0,-1,0,1,1,0,-1,-0,0.666004942147993,1
8,2,1,1,27,1,0,0,0,-0,-1,0,-1,1,0,-1,0.68710317579098,1
8,2,1,1,28,0,0,0,-1,0,-0,-1,0,-1,1,0,0.630308697291184,1
8,2,1,1,29,0,0,0,-0,-1,0,-0,1,0,-1,1,0.71246575092664,1
8,2,1,1,30,1,1,1,-0,-0,-1,0,1,1,0,-1,0.697230974968988,1
8,2,1,1,31,1,1,1,1,-0,-0,-1,-0,1,1,0,0.560825146036223,1
8,2,1,1,32,1,1,1,1,1,-0,-0,-0,-0,1,1,0.659363844315521,1
8,2,1,1,33,1,1,1,1,1,1,-0,-0,-0,-0,1,0.631837916676886,1
8,2,1,1,34,1,1,1,1,1,1,1,-0,-0,-0,-0,0.608279479958583,1
8,2,1,1,35,0,1,1,1,1,1,1,-0,-0,-0,-0,0.581677240494173,1
8,2,1,1,36,0,1,1,0,1,1,1,-1,-0,-0,-0,0.651445357594639,1
8,2,1,1,37,0,0,0,0,0,1,1,-1,-1,-0,-0,0.723101704497822,1
8,2,1,1,38,1,1,1,-0,0,0,1,1,-1,-1,-0,0.784060371399391,1
8,2,1,1,39,1,1,1,1,-0,0,0,-0,1,-1,-1,0.594498775957618,1
8,2,1,1,40,1,1,1,1,1,-0,0,-0,-0,1,-1,0.644020469218958,1
